Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diaz, Guillermo",20:36,2,4,50%,2,2,100%,0,0,0%,0,0,0,1,5,1,1,0,10
"Alamo, Angel 'Junito'",18:10,1,1,100%,0,0,0%,4,4,100%,3,2,5,0,3,1,0,0,6
"Vegerano, Joseph",0:07,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Garcia, Leandro",31:46,4,7,57%,3,6,50%,2,2,100%,0,5,5,5,4,3,2,0,19
"Hodge Jr., Walter",35,4,11,36%,0,3,0%,12,13,92%,1,5,6,7,3,3,0,0,20
"Cortes, David",27:37,1,1,100%,1,3,33%,0,0,0%,0,1,1,0,3,2,2,0,5
"Cruz, Alvin",4:51,0,0,0%,1,2,50%,0,0,0%,0,0,0,1,1,0,0,0,3
"Balkman, Renaldo",18:25,5,10,50%,0,0,0%,4,4,100%,1,4,5,1,5,1,0,1,14
"Siler, Garret",14:56,2,3,67%,0,0,0%,0,2,0%,2,1,3,0,2,0,1,0,4
"Redhage, Shawn",28:27,4,7,57%,2,3,67%,6,6,100%,2,6,8,1,3,2,1,0,20
Totals:,,23,44,52%,9,19,47%,28,31,90%,9,24,33,16,29,13,7,1,101
