Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Maye, James",35:22,3,9,33%,0,4,0%,2,2,100%,2,2,4,1,3,0,0,0,8
"Pittman, Dexter",23:47,4,5,80%,0,0,0%,6,6,100%,3,3,6,1,4,2,0,1,14
"Guzmán, Ánsel",20:55,0,3,0%,1,2,50%,4,4,100%,0,1,1,2,1,3,0,0,7
"Graham, Zach",35:22,5,7,71%,3,8,38%,2,3,67%,0,6,6,2,1,2,2,0,21
"Nieves, Joel",1:09,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Orozco, William",20:52,2,4,50%,1,3,33%,0,0,0%,2,8,10,4,4,3,1,1,7
"Clemente, Denis",28:19,4,7,57%,3,7,43%,3,3,100%,0,3,3,6,5,2,2,0,20
"Collier, Devon",14:44,3,3,100%,0,0,0%,1,3,33%,0,5,5,0,2,1,0,2,7
"Garcia, Angel 'Piwi'",10:46,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,4,1,0,0,0
"Valenzuela, Hector",8:38,0,1,0%,0,0,0%,0,0,0%,0,0,0,1,1,2,1,0,0
Totals:,,21,39,54%,8,26,31%,18,21,86%,7,28,35,18,25,16,6,4,84
