Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Diogu, Ike",38:10,8,10,80%,3,5,60%,8,10,80%,3,6,9,1,2,1,0,2,33
"Rosario, Mike",17:17,2,5,40%,1,3,33%,0,0,0%,0,0,0,0,0,0,0,0,7
"Colon, Gabriel 'Pirulo'",27:52,2,5,40%,0,0,0%,1,2,50%,5,5,10,0,2,0,1,3,5
"Villegas, Johwen",26:40,2,5,40%,0,2,0%,3,3,100%,1,1,2,2,1,0,1,0,7
"Emory, Carlos",1:47,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,0
"Rivera, Carlos Rubén",30:29,3,5,60%,2,2,100%,3,3,100%,0,3,3,6,4,2,3,0,15
"Santiago, Eddin",7:41,0,0,0%,0,2,0%,0,0,0%,0,0,0,2,1,0,0,0,0
"Harris, Mike",35:05,9,16,56%,0,1,0%,11,11,100%,5,7,12,1,3,3,0,0,29
"Vassallo, Ángel Daniel",13:07,0,3,0%,0,2,0%,0,0,0%,0,2,2,0,0,0,0,0,0
"Narvaez, Manuel Antonio",1:49,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,2,0,0,0,0
Totals:,,26,49,53%,6,17,35%,26,29,90%,14,24,38,12,17,6,5,5,96
