Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Pellot, Jesse",16:43,6,9,67%,2,4,50%,1,2,50%,1,5,6,3,1,1,1,0,19
"Imes, David",6:52,0,0,0%,1,3,33%,0,0,0%,1,3,4,2,1,0,0,0,3
"Berdiel, Miguel 'Ali'",20:42,2,3,67%,1,3,33%,0,0,0%,1,1,2,2,1,0,0,1,7
"Alvarado, Omar J.",16:55,4,4,100%,0,3,0%,0,0,0%,2,1,3,2,2,1,2,0,8
"Ayuso, Elias 'Larry'",23:04,1,2,50%,2,6,33%,0,0,0%,0,0,0,0,2,3,1,0,8
"Young, Sam",28:38,7,9,78%,1,3,33%,5,6,83%,1,8,9,4,2,1,0,0,22
"Rivera, Filiberto",18:21,1,3,33%,2,3,67%,0,0,0%,1,3,4,3,1,2,1,0,8
"Abraham, Ryann",10:59,2,2,100%,1,2,50%,0,0,0%,1,0,1,1,2,2,1,0,7
"Guitián, José",14:19,1,1,100%,0,1,0%,0,0,0%,1,3,4,3,1,1,0,0,2
"Wilkinson, Gary",25:01,1,1,100%,1,5,20%,2,3,67%,0,3,3,3,0,3,2,1,7
"Hernández, Luis 'Pelacoco'",1:58,0,2,0%,0,0,0%,0,0,0%,1,0,1,0,2,0,0,0,0
"Penn, Kleon",16:21,0,0,0%,0,0,0%,1,2,50%,2,4,6,1,3,1,0,3,1
Totals:,,25,36,69%,11,33,33%,9,13,69%,12,31,43,24,18,15,8,5,92
