Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Imes, David",0:41,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Berdiel, Miguel 'Ali'",33:42,5,10,50%,0,2,0%,2,3,67%,1,5,6,4,3,3,2,1,12
"Alvarado, Omar J.",3:26,0,0,0%,1,1,100%,0,0,0%,0,2,2,0,0,0,0,0,3
"Ayuso, Elias 'Larry'",36:54,3,6,50%,3,11,27%,5,5,100%,1,3,4,2,2,0,0,0,20
"Young, Sam",29:51,9,14,64%,0,0,0%,4,6,67%,2,9,11,2,1,4,0,1,22
"Rivera, Filiberto",38:29,4,8,50%,1,2,50%,4,4,100%,2,1,3,7,3,5,2,0,15
"Abraham, Ryann",1:30,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Guitián, José",11:49,0,0,0%,0,0,0%,0,0,0%,1,1,2,0,2,1,1,1,0
"Wilkerson, Tyler",26:39,7,7,100%,0,1,0%,0,0,0%,4,4,8,1,3,2,1,0,14
"Hernández, Luis 'Pelacoco'",0:27,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Penn, Kleon",16:25,0,1,0%,0,0,0%,0,0,0%,1,0,1,1,2,2,0,3,0
Totals:,,28,46,61%,5,17,29%,15,18,83%,12,25,37,17,16,17,6,6,86
