Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Efejuku-Rose, Weyinmi",15:31,2,3,67%,2,4,50%,0,0,0%,1,1,2,3,1,2,1,0,10
"Mojica, Sammy",11:21,0,2,0%,0,0,0%,1,2,50%,0,3,3,0,2,2,0,0,1
"Marrero, DeJuan",3:47,0,2,0%,0,0,0%,0,0,0%,2,0,2,0,1,1,0,0,0
"Guitián, José",14:25,1,2,50%,0,3,0%,0,0,0%,1,6,7,1,0,0,0,0,2
"Hickson, James",26:14,5,9,56%,0,1,0%,2,2,100%,4,8,12,3,1,2,1,0,12
"Liz, Víctor",26:32,5,7,71%,1,2,50%,3,4,75%,2,2,4,0,3,6,1,0,16
"López, Luis",1:31,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Cruz, Alvin",14:18,0,1,0%,0,2,0%,0,2,0%,0,0,0,3,1,1,0,0,0
"Rivera, Carlos Rubén",24:10,2,3,67%,1,2,50%,0,0,0%,0,1,1,11,1,0,0,0,7
"López, Matt",11:07,3,4,75%,0,0,0%,5,6,83%,2,2,4,0,1,0,0,0,11
"Vassallo, Ángel Daniel",24:13,4,5,80%,1,4,25%,1,2,50%,1,3,4,2,3,0,0,0,12
"Minnerath, Nick",26:46,2,5,40%,0,3,0%,5,6,83%,0,2,2,0,1,1,0,0,9
Totals:,,24,43,56%,5,21,24%,17,24,71%,13,28,41,23,15,16,3,0,80
