Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivas, Juan Ramón",24:16,0,3,0%,2,3,67%,0,0,0%,1,2,3,2,3,2,0,1,6
"Maura, Kevin 'K.J.'",13:44,3,3,100%,0,1,0%,0,0,0%,0,0,0,6,0,3,1,0,6
"Abreu, Álex",26:15,1,1,100%,1,5,20%,1,2,50%,0,1,1,9,1,4,1,0,6
"Rodríguez, Jonathan",22:39,2,5,40%,1,4,25%,0,2,0%,0,2,2,0,1,2,2,0,7
"Ruiz, Gabriel",9:41,1,1,100%,0,0,0%,0,0,0%,1,1,2,0,0,2,0,0,2
"Andújar, Emmanuel 'Emmy'",13:31,2,3,67%,0,1,0%,0,0,0%,1,1,2,0,1,0,0,0,4
"Rolón, Tyquan",2:23,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Emory, Carlos",21:24,2,4,50%,3,4,75%,1,1,100%,0,2,2,0,1,1,3,1,14
"Gaston, Chris",21:01,2,5,40%,1,3,33%,0,0,0%,2,3,5,2,4,2,1,0,7
"Lemon, Stedmon",20,3,4,75%,3,5,60%,0,0,0%,0,1,1,1,1,2,1,0,15
"Jones, Joseph",25,5,8,63%,0,0,0%,0,0,0%,1,8,9,1,4,0,0,0,10
Totals:,,21,37,57%,11,26,42%,2,5,40%,6,21,27,21,16,18,9,2,77
