Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rivas, Juan Ramón",20:27,1,5,20%,0,1,0%,0,0,0%,1,2,3,1,4,1,0,0,2
"Maura, Kevin 'K.J.'",16:25,1,2,50%,0,2,0%,0,0,0%,0,2,2,2,2,1,1,0,2
"Abreu, Álex",23:31,2,2,100%,0,3,0%,2,2,100%,0,2,2,5,3,1,1,0,6
"Rodríguez, Jonathan",28:43,3,6,50%,2,5,40%,1,4,25%,3,3,6,2,2,0,1,0,13
"Santiago, Nathanael",1:16,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ruiz, Gabriel",1:16,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Andújar, Emmanuel 'Emmy'",8:08,0,2,0%,0,0,0%,0,0,0%,1,2,3,1,1,1,0,0,0
"Rolón, Tyquan",1:16,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Emory, Carlos",17:51,3,5,60%,4,6,67%,0,1,0%,2,3,5,2,2,1,0,0,18
"Gaston, Chris",30:49,2,6,33%,1,2,50%,1,2,50%,1,2,3,6,1,1,0,0,8
"Lemon, Stedmon",20:52,7,7,100%,4,6,67%,1,1,100%,2,4,6,3,1,1,1,0,27
"Jones, Joseph",29:21,7,11,64%,1,1,100%,2,4,50%,4,5,9,1,2,0,1,2,19
Totals:,,26,46,57%,12,27,44%,7,14,50%,14,26,40,23,18,7,5,2,95
