Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Colón, Benjamín",23:27,0,3,0%,1,1,100%,0,0,0%,1,5,6,2,5,2,2,0,3
"Han, Francis Jonathan",35:18,1,2,50%,0,5,0%,3,4,75%,0,2,2,13,2,1,1,0,5
"Morales, Darius",2:05,0,1,0%,0,0,0%,0,0,0%,2,0,2,0,0,0,0,0,0
"Smith, Greg",30:59,8,15,53%,0,0,0%,2,2,100%,5,4,9,1,5,2,2,0,18
"Carattini, Víctor",22:03,4,6,67%,1,2,50%,3,3,100%,2,4,6,0,4,1,0,0,14
"Santiago, Jr., Benito",38:04,4,9,44%,7,11,64%,9,11,82%,0,0,0,4,2,3,2,0,38
"Maldonado, Hector Luis",14:22,0,0,0%,0,2,0%,0,0,0%,0,4,4,2,2,0,0,0,0
"Koenig, Bronson",33:38,1,3,33%,2,11,18%,0,1,0%,1,3,4,4,1,2,1,0,8
Totals:,,18,39,46%,11,32,34%,17,21,81%,11,22,33,26,21,11,8,0,86
