Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mojica, Sammy",12:51,0,1,0%,1,2,50%,3,5,60%,1,1,2,5,1,0,1,0,6
"Diaz, Guillermo",23:59,4,7,57%,2,2,100%,1,1,100%,0,3,3,2,5,5,1,0,15
"Ramirez, Luis S.",3:37,0,0,0%,0,0,0%,2,2,100%,0,0,0,0,1,1,0,0,2
"Ocasio, Jonathan",10:14,4,5,80%,0,1,0%,0,1,0%,0,2,2,1,1,0,0,0,8
"Feeley, Andrew",34:20,4,7,57%,5,7,71%,1,1,100%,3,4,7,4,4,2,0,0,24
"Ayuso, Elias 'Larry'",27:59,0,1,0%,2,4,50%,4,4,100%,0,0,0,1,3,1,0,0,10
"Butler, Nathaniel",12:38,1,2,50%,0,1,0%,0,0,0%,1,0,1,2,2,1,1,0,2
"Sosa, Isaac",27:08,1,4,25%,4,6,67%,4,4,100%,0,3,3,3,3,1,0,0,18
"Behanan, Chane",30:31,6,6,100%,2,3,67%,5,7,71%,2,3,5,8,0,2,1,1,23
"Garcia, Angel 'Piwi'",3:50,1,1,100%,0,0,0%,0,1,0%,0,0,0,0,0,0,0,0,2
"Torres, Andres",12:47,0,0,0%,0,1,0%,0,0,0%,0,3,3,0,4,2,0,0,0
Totals:,,21,34,62%,16,27,59%,20,26,77%,7,19,26,26,24,15,4,1,110
