Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",31:11,3,8,38%,2,8,25%,2,2,100%,1,4,5,3,2,1,1,0,14
"Laury, David",32:40,5,10,50%,0,3,0%,2,5,40%,3,9,12,3,4,3,0,1,12
"Gonzalez, Javier",27:12,5,7,71%,2,4,50%,1,1,100%,0,1,1,3,2,2,0,0,17
"Berdiel, Miguel 'Ali'",28:19,4,8,50%,0,5,0%,0,0,0%,1,5,6,2,4,1,2,1,8
"Penn, Kleon",14:27,2,4,50%,0,0,0%,0,0,0%,3,1,4,0,1,0,1,2,4
"Piñeiro, Juan Pablo",17:47,1,5,20%,0,2,0%,0,0,0%,0,2,2,1,1,1,1,0,2
"Basabe, Melsahn",32:12,4,5,80%,1,1,100%,0,0,0%,1,3,4,3,2,1,2,0,11
"Fillyaw, Marcus",16:07,0,2,0%,0,3,0%,0,0,0%,1,0,1,2,0,0,1,0,0
Totals:,,24,49,49%,5,26,19%,5,8,63%,10,25,35,17,16,9,8,4,68
