Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Lee, Carmelo Antrone",21:59,0,1,0%,0,3,0%,0,2,0%,0,2,2,0,0,0,0,1,0
"García, Jonathan",11:25,0,1,0%,2,2,100%,0,0,0%,1,0,1,0,1,1,0,0,6
"Reyes, Angelo",7:32,0,0,0%,0,0,0%,2,2,100%,0,1,1,0,0,2,0,0,2
"Mata, Lorenzo",30:54,8,14,57%,0,0,0%,2,2,100%,7,6,13,2,3,1,1,1,18
"Lisch, Kevin",36:41,0,7,0%,0,4,0%,5,6,83%,1,3,4,8,2,1,3,1,5
"Meléndez, Ricardo 'Ricky'",22:17,6,6,100%,2,3,67%,1,1,100%,0,1,1,1,0,1,0,1,19
"Huertas, David",34:36,7,10,70%,2,2,100%,2,2,100%,1,0,1,4,3,2,2,0,22
"Redhage, Shawn",34:32,2,5,40%,2,4,50%,2,2,100%,3,3,6,3,3,1,0,0,12
Totals:,,23,44,52%,8,18,44%,14,17,82%,13,16,29,18,12,9,6,4,84
