Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Lee, Carmelo Antrone",32:12,2,6,33%,4,6,67%,0,0,0%,1,5,6,0,2,1,0,2,16
"García, Jonathan",13:58,0,1,0%,0,0,0%,0,0,0%,0,1,1,3,3,2,0,0,0
"Colón, Alexis 'Bebo'",9:02,2,2,100%,1,1,100%,0,0,0%,1,0,1,0,1,0,0,0,7
"Reyes, Angelo",11:20,2,3,67%,0,0,0%,0,0,0%,2,1,3,0,2,0,0,1,4
"Mata, Lorenzo",23:44,3,4,75%,0,0,0%,0,0,0%,0,5,5,1,2,0,1,2,6
"Lisch, Kevin",29:44,3,4,75%,2,3,67%,3,4,75%,0,5,5,4,0,1,2,1,15
"Butler, Nathaniel",0:34,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Meléndez, Ricardo 'Ricky'",18:49,2,5,40%,2,7,29%,2,2,100%,0,1,1,1,2,0,0,1,12
"Huertas, David",31:17,3,9,33%,0,2,0%,4,6,67%,0,1,1,3,4,2,0,0,10
"Redhage, Shawn",29:16,7,9,78%,3,3,100%,5,7,71%,4,7,11,6,5,3,0,0,28
Totals:,,24,43,56%,12,22,55%,14,19,74%,8,26,34,18,21,9,3,7,98
