Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Dalmau, Christian",31:34,4,7,57%,2,6,33%,6,6,100%,0,3,3,8,3,3,1,0,20
"Ayuso, Elias 'Larry'",37:21,3,3,100%,3,10,30%,5,5,100%,0,1,1,2,3,0,0,0,20
"Graham, Joseph",25:32,8,11,73%,0,0,0%,1,3,33%,1,6,7,2,4,1,0,0,17
"Villegas, Johwen",36:30,4,7,57%,0,1,0%,0,0,0%,0,1,1,1,3,0,2,0,8
"Garces, Ruben",7:04,0,2,0%,0,0,0%,3,4,75%,0,1,1,0,1,0,0,0,3
"Cruz, Alvin",23:14,0,0,0%,1,1,100%,0,0,0%,0,1,1,1,1,0,0,0,3
"Latimer, Antonio",23:39,1,4,25%,0,1,0%,4,7,57%,1,4,5,2,5,3,0,1,6
"Alamo, Angel 'Junito'",20:35,2,5,40%,0,0,0%,0,0,0%,0,2,2,0,3,1,2,0,4
"Barbosa, Raymond",0:36,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Narvaez, Manuel Antonio",6:02,2,3,67%,0,0,0%,0,0,0%,0,2,2,0,1,0,0,0,4
Totals:,,24,42,57%,6,19,32%,19,25,76%,2,21,23,16,25,8,5,1,85
