Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Winchester, Anthony",24:18,0,2,0%,1,2,50%,0,0,0%,0,2,2,1,1,0,1,0,3
"Rosas, Samuel",17:06,1,2,50%,0,0,0%,3,5,60%,0,1,1,2,3,0,0,0,5
"Strong, Carlos",37:26,2,3,67%,4,12,33%,2,2,100%,1,1,2,3,1,2,1,0,18
"Copeland, Donald",22:47,0,1,0%,1,4,25%,1,2,50%,1,2,3,4,1,2,1,0,4
"Liz, Víctor",18:36,5,7,71%,0,3,0%,5,5,100%,1,0,1,0,2,0,0,0,15
"Phillip, Darren",31:26,5,11,45%,0,0,0%,8,10,80%,3,10,13,1,2,2,0,1,18
"De Jesus, Manuel",4:28,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Castro, Edgardo",0:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Guitián, José",15:25,1,1,100%,1,4,25%,0,0,0%,0,3,3,1,3,1,0,1,5
"Massie, Christopher",28:18,8,9,89%,0,0,0%,3,4,75%,3,3,6,4,4,3,0,0,19
Totals:,,22,36,61%,7,25,28%,22,28,79%,9,22,31,17,17,10,3,2,87
