Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Coronado, Juan",34:42,3,7,43%,3,4,75%,6,8,75%,1,2,3,5,2,6,3,0,21
"Nieves, Joel",16:51,1,2,50%,0,1,0%,1,4,25%,3,3,6,2,2,1,0,0,3
"Rodriguez, Erick",20,0,0,0%,0,3,0%,0,0,0%,0,1,1,1,1,0,1,0,0
"Torres, Andres",5:17,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Figueroa, Angel 'Buster'",30:12,6,7,86%,1,4,25%,6,7,86%,0,5,5,1,1,3,2,1,21
"Jones, Joel",34:42,2,6,33%,2,4,50%,1,2,50%,2,2,4,1,3,1,0,0,11
"Vega, Christopher",5:17,0,0,0%,0,0,0%,0,2,0%,1,0,1,0,1,0,0,0,0
"Brock, Evan",25:10,4,7,57%,0,0,0%,4,6,67%,5,4,9,2,2,4,1,1,12
"Harrellson, Josh",27:44,7,9,78%,0,4,0%,3,3,100%,1,8,9,0,4,1,1,1,17
Totals:,,23,38,61%,6,20,30%,21,32,66%,13,26,39,12,17,16,8,3,85
