Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"White, Rodney",28:08,9,13,69%,0,1,0%,6,9,67%,2,7,9,1,2,3,1,2,24
"Ramirez, Edgardo",0:40,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rodriguez, Erick",21:12,0,2,0%,1,4,25%,0,0,0%,1,4,5,2,1,0,1,0,3
"Hatton, Roberto Jose 'Bobby Joe'",19:42,1,3,33%,0,1,0%,0,0,0%,0,0,0,1,1,2,0,0,2
"Cruz, Rafael 'Pachy'",20:02,2,5,40%,0,0,0%,0,0,0%,1,2,3,5,2,1,1,0,4
"Rivera, Raul",0:40,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cortes, David",20:51,2,3,67%,4,9,44%,2,3,67%,0,1,1,0,1,0,1,0,18
"Rosa, Angel R.",7:47,0,0,0%,4,5,80%,0,0,0%,0,3,3,0,5,0,0,0,12
"Jourdon, Keenan",8:04,0,3,0%,0,0,0%,2,2,100%,1,0,1,0,1,1,0,0,2
"Rivera, Carlos Rubén",20:11,2,2,100%,1,4,25%,1,3,33%,1,0,1,1,2,0,1,0,8
"Figueroa, Angel 'Buster'",26:01,6,10,60%,0,4,0%,5,8,63%,1,7,8,1,3,1,1,0,17
"Rosario, Karel",11:43,0,0,0%,0,0,0%,2,2,100%,0,1,1,1,3,0,0,0,2
Totals:,,22,41,54%,10,28,36%,18,27,67%,7,25,32,12,21,8,6,2,92
