Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Western, Franklin",25:44,2,8,25%,0,0,0%,0,0,0%,3,2,5,2,3,1,0,0,4
"Wingate, Jason",4:24,0,2,0%,0,0,0%,0,0,0%,0,0,0,0,1,2,0,0,0
"Dalmau, Christian",40,6,12,50%,4,7,57%,4,6,67%,0,4,4,2,3,4,0,0,28
"Mitchell, Markus",6:18,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Lee, Carmelo Antrone",36:50,0,4,0%,0,6,0%,6,6,100%,0,4,4,2,4,1,3,2,6
"Barbosa, Raymond",6:52,0,1,0%,0,1,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Mojica, Javier",33:14,2,6,33%,2,4,50%,2,2,100%,1,2,3,1,5,2,2,0,12
"Johnson, DeMarco",37:25,8,12,67%,0,0,0%,5,7,71%,2,4,6,2,3,0,2,1,21
"Steyn, Frans",9:13,1,2,50%,0,0,0%,0,4,0%,4,2,6,0,0,0,0,1,2
Totals:,,19,47,40%,6,18,33%,17,25,68%,10,19,29,10,20,10,7,4,73
