Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Jourdon, Keenan",26:10,1,2,50%,0,1,0%,1,2,50%,3,3,6,1,2,1,0,0,3
"Ramirez, Luis S.",1:51,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Maye, James",39:28,8,11,73%,2,6,33%,7,8,88%,0,4,4,4,3,1,0,0,29
"Sanchez, Kennel",16:53,0,0,0%,2,3,67%,0,0,0%,0,0,0,3,1,0,0,0,6
"Carmona, Alejandro 'Bimbo'",36:33,10,15,67%,1,4,25%,4,5,80%,3,4,7,2,3,3,5,0,27
"Rosa, Angel R.",1:44,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,3,1,0,0,0
"Graham, Paul",38:15,3,6,50%,1,3,33%,1,2,50%,1,3,4,6,2,3,0,0,10
"Lopez, Ivan",6:09,1,2,50%,0,0,0%,0,1,0%,0,0,0,0,0,1,0,0,2
"Langhi, Dan",32:57,3,6,50%,2,9,22%,0,0,0%,2,7,9,2,2,2,0,0,12
Totals:,,26,43,60%,8,26,31%,13,18,72%,9,21,30,18,16,13,5,0,89
