Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Western, Franklin",34:45,14,17,82%,0,0,0%,0,0,0%,2,7,9,2,3,1,1,0,28
"Wingate, Jason",3:49,0,1,0%,0,1,0%,0,0,0%,0,0,0,1,1,1,1,0,0
"Dalmau, Christian",35:09,6,10,60%,2,6,33%,2,3,67%,0,0,0,12,1,2,1,0,20
"Valenzuela, Hector",4:42,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,2
"Soto, Josue",1:02,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Mitchell, Markus",14,0,1,0%,0,0,0%,0,2,0%,1,0,1,1,1,0,0,0,0
"Barbosa, Raymond",9:51,0,1,0%,1,2,50%,3,4,75%,0,0,0,1,1,0,1,0,6
"Mojica, Javier",36:43,5,7,71%,3,7,43%,1,2,50%,1,6,7,4,2,0,3,0,20
"Johnson, DeMarco",30:45,3,8,38%,0,0,0%,4,4,100%,0,7,7,2,4,2,1,0,10
"Traylor, Robert",29:14,5,9,56%,0,0,0%,0,0,0%,2,8,10,2,4,3,0,3,10
Totals:,,34,55,62%,6,17,35%,10,15,67%,6,29,35,25,18,10,8,3,96
