Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",32:18,6,9,67%,2,6,33%,5,5,100%,1,1,2,2,2,1,2,0,23
"Ford, Aleem",14:51,0,0,0%,2,3,67%,0,0,0%,0,0,0,0,0,0,0,0,6
"Thompson, Deon",30:39,4,7,57%,1,4,25%,0,0,0%,2,6,8,3,3,3,2,0,11
"Guitián, José",21:51,0,2,0%,4,7,57%,0,0,0%,1,1,2,0,3,1,0,0,12
"Cruz, Ismael Yomar",1:11,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cheatham, Haanif",8:18,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"López, Carlos 'Yao'",10:48,0,0,0%,0,0,0%,0,0,0%,0,2,2,0,2,2,1,1,0
"Rivera, Carlos Rubén",20:55,1,3,33%,0,2,0%,3,4,75%,0,3,3,3,3,3,0,0,5
"Renfroe, Alex",37:18,0,0,0%,3,7,43%,0,0,0%,1,3,4,9,4,3,2,0,9
"Murphy, Jordan",21:51,6,10,60%,0,1,0%,1,1,100%,2,5,7,2,3,1,1,0,13
Totals:,,17,31,55%,12,31,39%,9,10,90%,7,21,28,19,21,15,8,1,79
