Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",32:36,2,3,67%,2,6,33%,7,7,100%,1,3,4,8,2,4,1,0,17
"Ford, Aleem",27:57,2,3,67%,8,14,57%,0,0,0%,1,0,1,4,2,1,1,0,28
"Thompson, Deon",28:33,7,12,58%,0,0,0%,2,2,100%,3,7,10,3,2,2,0,0,16
"Berdiel, Miguel 'Ali'",11:22,0,0,0%,0,2,0%,0,0,0%,0,1,1,4,3,1,0,0,0
"Guitián, José",8:05,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,2,0,0,0,2
"Cruz, Ismael Yomar",25:42,1,1,100%,4,7,57%,0,0,0%,2,4,6,2,1,0,1,0,14
"Colón, Benjamín",3:23,0,0,0%,0,0,0%,1,2,50%,0,0,0,0,1,0,0,0,1
"Leslie, Travis",22:41,2,4,50%,4,4,100%,1,1,100%,0,2,2,1,3,1,0,0,17
"Murphy, Jordan",18:26,5,10,50%,1,1,100%,0,1,0%,5,3,8,0,1,1,0,0,13
"Vassallo, Ángel Daniel",21:15,1,4,25%,3,6,50%,0,0,0%,0,1,1,3,2,0,2,1,11
Totals:,,21,38,55%,22,41,54%,11,13,85%,12,21,33,25,19,10,5,1,119
