Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rolón, Tyquan",33:04,2,2,100%,3,7,43%,0,0,0%,0,3,3,6,2,3,0,0,13
"Crawford, E.J.",20:03,2,4,50%,1,2,50%,4,4,100%,3,2,5,0,0,0,0,0,11
"Guerra, Kylan",1:57,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,1,0,0
"Han, Francis Jonathan",32:41,1,3,33%,0,4,0%,0,0,0%,0,5,5,6,1,2,1,0,2
"Orozco, William",13:57,1,2,50%,1,4,25%,0,0,0%,0,5,5,1,1,0,0,2,5
"Bishop, Tony",35:18,8,15,53%,1,3,33%,4,8,50%,4,6,10,3,1,2,0,1,23
"Brimah, Amida Abiola",17:02,6,6,100%,0,0,0%,2,2,100%,4,2,6,0,4,2,0,1,14
"Young, Kevin",7:55,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Stockton, David",38:03,6,11,55%,1,4,25%,9,11,82%,0,7,7,6,3,2,1,0,24
Totals:,,26,43,60%,7,24,29%,19,25,76%,11,31,42,22,12,11,3,4,92
