Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Colón, Benjamín",14:45,1,3,33%,0,1,0%,1,1,100%,2,1,3,1,1,1,1,0,3
"Duran, Cliff",6:04,0,2,0%,0,0,0%,0,0,0%,1,1,2,0,0,2,0,0,0
"Carattini, Víctor",22:14,6,8,75%,1,1,100%,0,0,0%,1,3,4,0,3,0,0,0,15
"Pérez, Owen",4:34,1,1,100%,0,0,0%,0,0,0%,1,0,1,0,1,1,0,0,2
"Santiago, Jr., Benito",22:39,1,5,20%,4,7,57%,1,1,100%,0,4,4,1,4,2,0,0,15
"Terry, Reyshawn",34:05,1,3,33%,0,4,0%,3,3,100%,2,6,8,1,1,1,1,1,5
"Akindele, Jeleel",26:36,4,7,57%,0,0,0%,1,2,50%,2,7,9,4,2,2,1,1,9
"Mojica, Javier",34:15,7,12,58%,2,4,50%,2,2,100%,3,2,5,5,3,7,4,0,22
"Cruz, Alvin",34:48,3,5,60%,0,2,0%,4,4,100%,1,2,3,7,3,4,3,0,10
Totals:,,24,46,52%,7,19,37%,12,13,92%,13,26,39,19,18,20,10,2,81
