Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Josiah, Jahvari",3:22,0,0,0%,0,0,0%,0,0,0%,2,0,2,0,0,1,1,0,0
"Reese, Derek",33:38,1,5,20%,0,1,0%,0,2,0%,3,6,9,1,3,0,0,0,2
"Ortiz, Evander J.",35:42,5,12,42%,0,1,0%,1,3,33%,3,4,7,11,0,3,0,0,11
"Amaro, Max J",0:47,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Suero, Gerardo",37:44,3,6,50%,3,7,43%,7,11,64%,2,4,6,6,2,10,0,1,22
"Parker-Rivera, Timajh",21:57,1,2,50%,0,0,0%,1,4,25%,3,2,5,1,4,0,0,0,3
"Ortiz, Jose",4:08,0,0,0%,0,2,0%,1,2,50%,0,0,0,0,2,0,0,0,1
"Early, Jeff",8:28,3,5,60%,0,0,0%,0,0,0%,0,1,1,1,1,0,1,0,6
"Gines, Jose",1:52,0,0,0%,1,1,100%,0,0,0%,0,0,0,0,0,0,0,0,3
"Torres, Julian",3:47,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,5,1,1,0,0
"Ramos, Enrique",14:16,3,4,75%,0,0,0%,3,3,100%,1,3,4,1,4,0,1,1,9
"White, Terrico",34:19,2,7,29%,10,16,63%,4,6,67%,0,5,5,1,1,0,2,1,38
Totals:,,18,41,44%,14,28,50%,17,31,55%,14,26,40,22,22,15,6,3,95
