Simulated Games:,LeBron wins:,Jordan wins:,Lebron score,jordan score,LeBron 3PPGG,Jordan 3PPG,LJ Total Reb,MJ Total Reb,LeBron Blocks,Jordan Blocks,LeBron Steals,Jordan Steals
50,34,16,15.62763750754129,4.147636938308529,0.8567227901714627,0.13378526199954321,-0.9686727941643059,0.9686727941643059,0.017547542062969625,0.6631327751275835,0.13663365406932754,0.8043023262397342
51,35,16,11.313613758804841,3.4989912256394224,0.7659453559089633,0.2976044242979997,1.3350903168216917,-1.3350903168216917,0.23925818708592494,0.6522214842435907,0.23515580905429334,0.8212584909027303
52,36,16,13.126230059788448,11.120040597959653,0.8582467614586256,0.16243107662709966,-2.794639481477852,2.794639481477852,0.3815534829488997,0.2543164093052596,0.04493302382644293,0.595026826589044
53,36,17,12.167389188131345,3.6270568075831253,0.3347748422942798,0.314340084397436,-0.5742784433263803,0.5742784433263803,0.3515397630363274,0.5968027958073652,0.44413812863669955,1.222265570173621
54,37,17,-3.841812670805095,-1.2598306171576459,0.875523045257483,0.07789792017810918,0.20103569774974864,-0.20103569774974864,0.2706523354048371,0.5828721512152863,0.058538209985475015,0.17803049988676864
55,38,17,19.01726795529041,14.571444550975102,1.079303747040577,0.35995190072369687,-0.18406127947199258,0.18406127947199258,0.44062038789288666,0.6071510454399697,0.9618813332751784,1.0179246704092706
56,39,17,3.2973124053611795,8.425294366836418,0.8973693566692543,0.20396419927470907,-2.8393927892251565,2.8393927892251565,0.022411719553607323,0.4217759803127357,0.361415906552735,1.7143725088486474
57,39,18,4.674508971289406,7.781500212280275,0.8447373262930793,0.3496520763529538,-3.4376224603939285,3.4376224603939285,0.2238059028880718,0.6560283984901006,0.6495212307086249,1.7903820881111305
58,40,18,11.064044902247495,-3.2890360953009807,0.9271944671082228,0.13498281330025788,-2.777867290211606,2.777867290211606,0.18001676403973904,0.3523739823400524,0.9284312366949028,1.3551756467266538
59,41,18,16.374162174955217,3.1482194461926016,0.03471356271359981,0.2100240141552752,0.7718335428369821,-0.7718335428369821,0.2850252330310328,0.12395873847504402,0.11711053742806563,1.5996276270127565
60,42,18,7.523586759087568,-3.8335138112793556,0.16359966723857922,0.429453101714837,-0.9808070064134728,0.9808070064134728,0.4386580830072701,0.4251783128256754,0.07024328975911918,1.1093615360758644
61,42,19,12.755602564476389,5.326520943502024,0.8758483473808304,0.06254522810080819,-3.562603497066724,3.562603497066724,0.45450397392658604,0.6268182817825925,0.3743896355373335,1.1874472131424145
62,43,19,1.0980863364152709,2.1892164377829584,0.8567772773112253,0.1608493979341475,-2.1594394341409897,2.1594394341409897,0.09446309713577669,0.2490319533046595,0.8232943107350909,1.6265948378484558
63,43,20,-4.0539909113690475,3.146402898839385,0.8515946996616907,0.20742672149792152,0.16664731600374433,-0.16664731600374433,0.07355685284567363,0.25829539320266776,0.18323838606594683,0.7499882052650241
64,43,21,5.850580462647485,0.29367806881417163,0.8339501302254954,0.10406055079448835,1.0220559730136778,-1.0220559730136778,0.039604749846741984,0.04186316955994668,0.5720174864813111,1.6370072063976457
65,44,21,-0.9787098780591207,1.458976365588172,0.06685493989452877,0.39198061163624853,-2.1341777423194266,2.1341777423194266,0.013831619662765951,0.09315581308628272,1.0019777101086995,1.8671760986941988
66,44,22,3.97697002041193,7.829735437125141,0.15921588613229976,0.10589255216663047,-2.4037645399195426,2.4037645399195426,0.27357125855574804,0.38692266951843574,0.572786605912208,0.2701341255062708
67,45,22,1.7693603590677105,12.778410973459248,0.34216333250290215,0.05322920608897227,-1.3701730765221982,1.3701730765221982,0.14005151129359514,0.4700713366602203,0.9488085095361554,1.0015279394782435
68,46,22,3.006713249752341,13.560752854587417,1.1050020222102548,0.25818710347425977,1.3084691495112786,-1.3084691495112786,0.3346919815351638,0.17803809068006077,0.8212489221572379,0.5548751354188869
69,46,23,9.509448368702923,1.9441884985424918,0.9143410110649872,0.24998489898937268,-2.5017473512838517,2.5017473512838517,0.19837457800137803,0.29979716043878185,0.33087769198401373,1.8576843185487213
70,46,24,4.72232355434861,-3.546534605390665,0.0739594946573828,0.3334939457469607,-2.0101013631446425,2.0101013631446425,0.043316352482054815,0.634837722525244,0.3333824755072137,1.2553757093539124
71,47,24,5.893717412248077,-4.130604944833633,0.481883198872198,0.3514736880161254,-0.7625231273292841,0.7625231273292841,0.24260648391677786,0.4038412404831793,0.7159890067810899,1.4173889920999825
72,48,24,1.0174210012236462,12.963930368428912,0.40136553685743065,0.3358030120270464,-3.43359490141877,3.43359490141877,0.11922502503463894,0.30403384541038947,0.8723785938887185,0.7292029701130037
73,49,24,8.561137491075701,12.681781894311118,0.7087811544894117,0.23733967908057957,-1.257687489335764,1.257687489335764,0.4024777245182815,0.19170816504271943,1.0497796581265593,0.8734469644726552
74,49,25,11.822817631711182,8.418401940506149,0.5883269375936208,0.055669351950079174,-0.5955150708093522,0.5955150708093522,0.46214777394844136,0.44560150585361047,0.5498726272892797,0.4996043694022605
75,49,26,12.843538136698168,17.803799097443434,0.23598179295755334,0.2546320689439391,-2.967613426346454,2.967613426346454,0.01365522040273452,0.5770145469890899,0.8669747580844529,0.07556016442834122
76,49,27,4.398261564949593,4.079544719329123,0.3628288973599403,0.14046013480613595,1.1297058062704464,-1.1297058062704464,0.1168452276113651,0.11017519692162346,0.728463930089346,1.6480105691383709
77,49,28,9.799498426104938,1.712164749559676,0.6074494139350256,0.30205866831156447,-3.7113373425576865,3.7113373425576865,0.2966805505638009,0.570502729147251,0.1001585838132501,1.8575831079040805
78,49,29,12.256444318310898,3.608309283620432,0.47216273909160883,0.4340974362478372,-2.936951997363279,2.936951997363279,0.3989706886111791,0.5057617711722242,0.3438096749451215,0.8899759073414782
79,50,29,13.614045494903298,14.9116626302025,0.6669100035176311,0.05214148144956591,0.2990988578539153,-0.2990988578539153,0.227671164985229,0.4092240151512558,0.03937172417810375,0.13651357435444883
80,51,29,17.7104799318322,16.646228949609245,0.7425579165176005,0.2201690748687932,-2.856534454944364,2.856534454944364,0.0344764017450694,0.1304694242960202,0.8383274497363512,0.58224514327463
81,51,30,-4.472599558589163,2.575953814784442,0.20416865554917768,0.3450869320885666,-2.151773153447227,2.151773153447227,0.31171368852315084,0.04409690578492862,0.40468622340306676,1.3572357951572511
82,51,31,5.50710820341742,18.029949112193457,1.0034401737368785,0.17224057140971358,-4.075599359198494,4.075599359198494,0.03171616210758123,0.053846609167434986,0.4327774997381013,0.20809107538417437
83,52,31,4.001349696631891,0.46581517755077845,0.5281130555422544,0.08992590367688091,1.8347634655366933,-1.8347634655366933,0.4562970590685057,0.5536837068739426,1.071557427384848,0.14423898051786396
84,53,31,15.927187036140724,8.589538645139651,0.06332253781422584,0.22654497779742816,-0.30620353086499263,0.30620353086499263,0.4578646632042871,0.046240092491986844,0.23173388856478763,0.5495191536516382
85,53,32,5.273816154678606,4.394014885802323,0.4376652353093691,0.18837280227461725,-1.8584403544499182,1.8584403544499182,0.2716307357637338,0.2975453733393709,0.8371158492007358,0.12169087735567594
86,53,33,-1.195124325663378,0.2523739612701532,0.7069032773286453,0.19199752731697578,0.010236878912716907,-0.010236878912716907,0.5286069934253413,0.3508236687737918,0.7916177840627219,0.6770433701499012
87,54,33,17.4151907512793,11.901395432167067,0.18231851007965266,0.3303447573276048,-0.020878719134682696,0.020878719134682696,0.21912950797669736,0.6444835336962316,0.587167592233262,1.2858365308026507
88,55,33,3.2868451275303396,3.331057186613997,0.19004613303696516,0.30165773254803574,-2.109871107801584,2.109871107801584,0.49792281106006386,0.190504095631002,0.9942754720500003,0.24019623549689947
89,56,33,10.810547467352187,9.317516930090635,0.17990232919072177,0.24034814879958988,1.6043409285807753,-1.6043409285807753,0.13106270527680194,0.13894977413653928,0.44832527352440316,1.4400480839129872
90,57,33,9.702926614480496,12.907597115697431,0.09099295981473535,0.3270173956645632,-0.1021227049249962,0.1021227049249962,0.1376727732786907,0.4009273663629037,0.7869119612393828,0.6093305031116695
91,58,33,-8.59989411828928,-2.4307600506426956,0.4379984828571768,0.34329999090858543,-2.416317001691705,2.416317001691705,0.23370721856874152,0.351596537802653,0.17640596591522234,0.49316055305674966
92,58,34,0.7973255622217413,-1.4905808170987398,0.05887149041460808,0.23291545180198753,0.5781491504614283,-0.5781491504614283,0.15144905805258754,0.6515235835101619,0.7049327963061955,1.5026638283131086
93,58,35,2.4817671184128827,2.398501513821655,0.463772238557375,0.21595964320988228,-1.5780514038855633,1.5780514038855633,0.22252387607266955,0.005358172713410884,0.4349222852937557,0.29096196519400414
94,58,36,15.6546671612717,-2.1886641042080437,1.0042254995076059,0.3358335632749198,-0.6693870072533376,0.6693870072533376,0.2891971459691551,0.5793356918620883,0.5290981539112782,1.4915075435881389
95,58,37,6.739523828023359,9.313766646900417,0.9001786043944251,0.33268781014956006,0.4074162226230823,-0.4074162226230823,0.2607586277109692,0.5509233916046206,0.3643178155223073,0.11278352991878074
96,59,37,16.02638073896483,6.357788259886071,1.0684133995070988,0.18808787853616327,-1.9618088569696122,1.9618088569696122,0.08068247029322108,0.3750944807911062,0.31531565259605576,1.8286577283534367
97,60,37,4.825266506425074,13.517681544611888,0.05256308139037619,0.17242017654685335,-1.149320346332421,1.149320346332421,0.5093936911031819,0.1778806923962793,0.977385567256311,0.7882143379382713
98,60,38,15.43973585152151,-1.026081094402162,0.9114395545794112,0.36787410331931214,0.5454163750591366,-0.5454163750591366,0.3723794607899872,0.3172656846527664,0.7436724900665693,0.4549477725867547
99,61,38,19.448815478159556,4.8815693348588685,0.7695958261977559,0.029033983966585512,-1.1878451094220441,1.1878451094220441,0.17705160453739283,0.5145025568174926,0.30076336338870435,1.3821105746174456
100,61,39,12.064012213527956,14.936744646520086,0.4010178557916817,0.40803249668232744,-3.122129591716989,3.122129591716989,0.05909858744994413,0.32675258516401956,0.3115612250594821,1.298651618658049
101,62,39,-3.152927050596009,10.408777053023158,0.33173871762487783,0.024787142533579942,-2.844786541923974,2.844786541923974,0.4273089274999564,0.6696606221739809,0.38412801615772785,0.3197456744064753
102,62,40,0.9366640549050153,10.065120744991773,0.18348017746242992,0.1621122276300035,1.6488546367103107,-1.6488546367103107,0.3610237146948961,0.5939190172451202,0.6462348523272312,1.260363302506429
103,63,40,11.680558635393721,14.770268475803633,0.5128695032843361,0.15916911255535177,-1.991713836277279,1.991713836277279,0.0969297075030581,0.19636948318569739,0.5813664674976121,0.7053997211813657
104,64,40,-3.0440957439761736,4.087821816521044,0.03251658917183228,0.12766495512357537,-1.377157169628177,1.377157169628177,0.1768030037667717,0.46281596990854035,0.9292218150286944,0.4867096638083935
105,64,41,3.4040146470669166,5.475186090011679,0.552979118508071,0.26636923508813215,0.21481937898644393,-0.21481937898644393,0.38379042176091444,0.32414767024329894,0.4894578898569787,0.024526238545243377
106,64,42,16.69136587732889,1.1453935974763365,0.1675476246702169,0.23771649669737452,-0.1863872980126166,0.1863872980126166,0.23053265575353576,0.49907613053857436,0.5496315215506713,1.7788274793994368
107,64,43,3.379032929710954,-5.707562735468031,0.2190571975006146,0.0263614553303238,-1.739787575636681,1.739787575636681,0.009445800594690629,0.3719726876942947,0.7208149700864366,0.6430369528859081
108,64,44,10.87144120890523,-4.690914543955454,0.6675215194740626,0.28430413673327354,1.301864671658591,-1.301864671658591,0.08610606242377196,0.199213115094645,0.3725103453578763,0.6317970858780544
109,64,45,-5.122934350563851,3.0669258715267844,1.0126772837741913,0.08513167748184496,-2.2011670448535985,2.2011670448535985,0.18228930510044147,0.22888166215012729,0.9119351699504028,0.7194945950086287
110,64,46,3.504248327301296,0.2975597201043637,0.5478384603892607,0.3027263616931413,-0.6061522760234375,0.6061522760234375,0.013410473970325461,0.3609679496788263,0.46835098498094024,1.1522996736559654
111,64,47,-0.54268472088819,14.878006213218972,1.0090668447534534,0.2790831739675135,-2.4637869395008676,2.4637869395008676,0.4321139060325604,0.053188396436966906,0.945424609294162,1.1846684917721644
112,65,47,9.93712665393187,3.7003027627192315,0.8062031984275297,0.3111014957230758,-1.4134876411172543,1.4134876411172543,0.3761164779901339,0.6396164624306084,0.9192042034321175,1.2983236078107887
113,65,48,-5.017420485881612,3.1592087810285774,0.2367700892404616,0.18521456754895912,-0.8033668391088743,0.8033668391088743,0.5234837633736569,0.3495675599344207,1.0359861264695682,0.33297889609336273
114,66,48,10.702338558700415,13.911655465884644,0.5774880256558315,0.04453450665775714,-0.10304214934463404,0.10304214934463404,0.3300633589085028,0.5742776814893327,1.025293311878713,0.07631628792953456
115,67,48,6.103274483266828,0.6166337933403077,0.3908571761659866,0.25811238946810083,0.9701752746665677,-0.9701752746665677,0.2711793339275558,0.37110045743870396,0.35589055879202747,0.43448908971167355
116,68,48,16.39840156803425,14.5839614111048,0.5652029757674343,0.08046759160839924,1.3039141919815358,-1.3039141919815358,0.2790594193420768,0.09935361160397824,0.7701169782704725,0.2290151708858818
117,69,48,8.970192471388177,6.596423864842213,0.9455286373429115,0.19616699178421615,-1.374424107913752,1.374424107913752,0.5230808576781709,0.6662968890522024,0.9426649977370787,0.07685974267532134
118,70,48,8.56444112805945,9.228781455624457,0.10895375847585374,0.22676266262609132,1.6660911875124875,-1.6660911875124875,0.23898885897892813,0.5549905639635687,0.8143265401154288,0.9195258511542761
119,71,48,-2.0222627426010433,1.3630780432948755,0.4431361048382942,0.22354286812139018,-0.9437902685748716,0.9437902685748716,0.008068409421817175,0.46157650154452723,0.28167315759797096,1.2553578407360735
120,71,49,6.1508168318244785,10.657034135155548,0.5995181961056326,0.3303577273151147,-2.180304727018626,2.180304727018626,0.24191646173420803,0.1353288681333491,0.41861289148385417,1.2119940325237288
121,72,49,1.2265930570494576,7.1777850260292375,0.3787314805203992,0.15069900720686738,-0.08603779782307697,0.08603779782307697,0.22881280266339143,0.21315632961319403,0.5136964222345721,0.9257542808148561
122,73,49,-3.667099061353582,11.182897259366417,1.0162473747380387,0.38167841263305746,0.8754753333857784,-0.8754753333857784,0.13260679713122148,0.42051480732423474,0.0464943058528845,0.4587260397286742
123,73,50,11.213092168295805,6.391558940148045,1.1126988158318487,0.35526947600409226,0.27608050002974893,-0.27608050002974893,0.07129923909058002,0.6011039725090519,0.20095848511686237,0.040110303387453534
124,74,50,16.023214240899872,12.992545274829189,0.625179152715754,0.09090317775301548,0.4778837768150319,-0.4778837768150319,0.29619346354483095,0.30829426956626704,0.20378576625393965,0.8763112804035114
125,74,51,9.090994959665197,-4.700946435074505,0.6998821500634378,0.1393029491846259,-0.6178042503779801,0.6178042503779801,0.08705309613406798,0.48150630964786834,0.181336662969972,1.782118755166195
126,74,52,16.803873077992264,10.403851232667847,0.05045876404395341,0.1132453618193878,-0.3316126140054404,0.3316126140054404,0.2502939728159392,0.5337520855135348,1.0862783565282876,1.2205877481636527
127,74,53,4.392992019282749,16.75760427928755,0.3483043902232216,0.020055358329742763,1.7718895617382664,-1.7718895617382664,0.5179851088951963,0.5244194824507092,0.39413586069497786,0.1445587122044832
128,74,54,15.622361188655592,8.24532089944385,0.5485212615635173,0.17534154546262462,-0.17966394161787608,0.17966394161787608,0.36189767594117195,0.054123371887208054,1.038938779775255,1.5994920191118749
129,75,54,0.6991624955084379,-1.1767097990576807,0.5011599166426138,0.37661670268851505,-1.8973418419182662,1.8973418419182662,0.43291578173677125,0.3649466594283395,0.8222945928652282,1.1502410823832336
130,76,54,6.560419212755999,15.077224840220653,0.6981924088685596,0.2390015540052121,-3.969516832925011,3.969516832925011,0.15472702411007094,0.15680079806252795,0.7069587248089875,1.2677418697662755
131,76,55,-1.602088395631183,-1.0728238974593514,0.8550167060686149,0.3056611378217838,-4.173528174939257,4.173528174939257,0.029628422570296013,0.3427040897441816,0.39708956121068,1.6681744413244344
132,77,55,8.790594641270172,6.9927065583626815,0.21756424606756747,0.35570666135948387,-1.4421629324413687,1.4421629324413687,0.1376708831260527,0.24407013807724948,0.8563371224199634,1.3904840032137504
133,78,55,19.45269526726694,-6.001851192234929,0.11165927419580096,0.29609655799838813,0.12241116554965001,-0.12241116554965001,0.1894669562966283,0.18511837683531415,0.0026128187505040845,1.6992041217734948
134,78,56,-3.347690775343157,-0.8800911569927503,0.2003655536082526,0.3368087946743197,-1.1017511455510907,1.1017511455510907,0.13412822280205583,0.11095632674663045,0.660401957927975,1.5215926376933633
135,78,57,-7.777557759829319,13.796212833151895,0.12432989030112698,0.37435356686300403,-4.202081182175721,4.202081182175721,0.5087784577425245,0.12191934911948238,0.029831183833992584,1.2335763420857069
136,79,57,14.313225053273495,13.181683035123209,0.8140340092928066,0.24372787083628533,-0.7480033275856304,0.7480033275856304,0.5023001909958762,0.4473046150658123,0.8840126459420301,0.4960942910925095
137,79,58,17.389426582523257,2.3163544447106634,1.06962573702543,0.3514007353520072,0.8675413508963148,-0.8675413508963148,0.22719323836637664,0.41223446565419997,0.030526096992068517,1.0768475190565376
138,79,59,4.960281417608325,11.354561974887565,0.897311797538537,0.15385311684148034,-1.3411135212580945,1.3411135212580945,0.4438803887358164,0.6467288519451273,0.7291017831648249,0.599517117202475
139,80,59,6.6037419870020475,-5.028149105908824,0.39455125746172715,0.2602170777312428,-2.888804369114633,2.888804369114633,0.4401516049978743,0.017432288169874348,0.5646250699996117,0.7695518207279275
140,81,59,-4.55006975186444,6.298659557675627,0.691067365005549,0.053023724801365316,0.12181384141411455,-0.12181384141411455,0.39615930892717177,0.15343938550589134,0.3335927593062165,1.1967980381083985
141,81,60,3.200974128132446,15.720345298685817,0.02102543085311756,0.05487315578010489,-2.876943853145535,2.876943853145535,0.5074342063505131,0.4440861494458776,0.5913425831381769,1.1474228549791567
142,82,60,18.234546553159902,2.9322076141495765,0.09509634338853018,0.2919817246633154,-2.4739020394193356,2.4739020394193356,0.4477332008001755,0.6355992748226802,0.8897800918786603,1.0035449243628638
143,83,60,10.897897125167827,6.231876832923139,0.6215140355555588,0.007852618767409942,-2.043973879995324,2.043973879995324,0.13945401042115538,0.6273219836227839,0.6522488646504974,0.061352890187400325
