Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Austin, Mario",39:08,8,13,62%,1,3,33%,3,3,100%,1,8,9,3,3,4,2,1,22
"Abraham, Ryann",19:10,1,2,50%,0,2,0%,0,0,0%,0,2,2,2,3,1,0,0,2
"Rosa, Luis",4:05,1,1,100%,0,0,0%,1,2,50%,1,1,2,0,1,0,0,0,3
"Malpica, Karim",20:50,0,5,0%,2,3,67%,0,0,0%,1,5,6,6,1,1,0,0,6
"Dyer, Alphonse",36:47,9,12,75%,0,0,0%,1,1,100%,2,4,6,4,4,1,2,3,19
"Villegas, Johwen",32:47,4,9,44%,0,2,0%,2,2,100%,3,2,5,2,3,1,1,0,10
"Strong, Carlos",8:54,1,2,50%,0,2,0%,0,0,0%,0,0,0,0,1,0,0,0,2
"Hickerson, LeRoy",38:19,13,19,68%,1,4,25%,3,5,60%,5,8,13,3,1,0,0,1,32
Totals:,,37,63,59%,4,16,25%,10,13,77%,13,30,43,20,17,8,5,5,96
