Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ramirez, Edgardo",1:33,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Alvarado, Omar J.",14:45,2,4,50%,0,3,0%,0,0,0%,3,1,4,1,3,1,0,0,4
"Reyes, Angelo",29:51,2,8,25%,0,1,0%,5,6,83%,4,4,8,1,4,2,1,1,9
"Ayuso, Elias 'Larry'",38:27,1,7,14%,4,9,44%,4,4,100%,0,3,3,5,3,1,1,0,18
"Cruz, Rafael 'Pachy'",31,4,7,57%,1,4,25%,1,1,100%,0,1,1,5,3,2,1,0,12
"Latimer, Antonio",5:15,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,1,0,1,0
"Cortes, David",34:15,2,6,33%,4,8,50%,0,0,0%,1,3,4,1,1,1,3,0,16
"Rosario, Jose R.",13,2,3,67%,0,0,0%,0,1,0%,1,3,4,0,2,1,0,0,4
"Aubry, Jeffrion",31:54,4,8,50%,0,0,0%,7,10,70%,2,5,7,1,3,2,1,3,15
Totals:,,17,43,40%,9,25,36%,17,22,77%,11,21,32,14,20,11,7,5,78
