Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Jourdon, Keenan",22:08,1,5,20%,2,2,100%,2,2,100%,2,4,6,0,1,2,1,0,10
"Ramirez, Luis S.",9:28,0,2,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Maye, James",35:47,4,8,50%,2,7,29%,3,4,75%,1,7,8,5,0,4,0,0,17
"Sanchez, Kennel",11:28,1,1,100%,1,2,50%,0,0,0%,0,1,1,1,0,0,1,0,5
"Carmona, Alejandro 'Bimbo'",33:53,6,14,43%,0,2,0%,4,4,100%,2,5,7,5,0,1,4,1,16
"Vazquez, Christian",5:40,0,0,0%,0,0,0%,1,2,50%,0,0,0,0,1,1,1,0,1
"Rosa, Angel R.",3:52,0,1,0%,0,1,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Graham, Paul",26:59,4,6,67%,1,3,33%,0,0,0%,0,1,1,3,4,4,4,1,11
"Lopez, Ivan",18:14,2,3,67%,0,0,0%,4,4,100%,0,2,2,0,3,1,0,1,8
"Langhi, Dan",32:31,4,6,67%,1,4,25%,0,0,0%,1,2,3,1,3,1,0,0,11
Totals:,,22,46,48%,7,22,32%,14,16,88%,6,23,29,15,13,14,11,3,79
