Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Jourdon, Keenan",26:46,3,6,50%,1,2,50%,3,3,100%,2,4,6,0,2,0,1,1,12
"Gale Jr., Michael",34:08,6,11,55%,1,3,33%,5,9,56%,0,3,3,1,3,2,0,0,20
"Sanchez, Kennel",26:23,1,5,20%,1,4,25%,0,0,0%,0,2,2,1,1,2,1,0,5
"Jimenez, Giovanni",30:59,2,8,25%,0,3,0%,1,2,50%,1,3,4,3,2,3,0,1,5
"Quiñones, Joel",7:40,1,1,100%,0,2,0%,0,0,0%,1,0,1,1,2,0,0,0,2
"Ubilla, Emanuel",7:15,0,1,0%,0,0,0%,0,0,0%,0,1,1,2,1,1,0,0,0
"Rosa, Angel R.",15:01,1,1,100%,1,2,50%,1,1,100%,3,0,3,0,1,0,0,0,6
"Graham, Paul",17:18,2,4,50%,0,4,0%,3,4,75%,1,2,3,1,1,2,0,0,7
"Lopez, Ivan",15:32,2,6,33%,0,0,0%,1,2,50%,2,5,7,0,1,0,1,0,5
"Ofoegbu, Ike",17:49,5,6,83%,0,1,0%,2,3,67%,3,4,7,1,4,0,1,1,12
"Del Valle, Williset",1:09,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,23,49,47%,4,21,19%,16,24,67%,13,24,37,10,18,10,4,3,74
