Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Jourdon, Keenan",24:24,2,3,67%,0,1,0%,0,0,0%,1,2,3,1,4,2,1,2,4
"Ramirez, Luis S.",17:35,3,3,100%,0,1,0%,0,0,0%,0,2,2,8,3,2,1,0,6
"Maye, James",37:30,2,3,67%,5,8,63%,1,3,33%,1,5,6,1,3,2,1,1,20
"Sanchez, Kennel",8:18,1,1,100%,1,2,50%,0,0,0%,0,0,0,0,3,2,0,0,5
"Carmona, Alejandro 'Bimbo'",35:04,10,16,63%,0,1,0%,7,7,100%,2,7,9,1,2,1,1,1,27
"Rosa, Angel R.",1:08,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,1,0,0,0
"Graham, Paul",24:55,5,7,71%,0,3,0%,3,5,60%,1,4,5,5,4,6,1,0,13
"Lopez, Ivan",13:20,1,5,20%,0,0,0%,0,0,0%,2,2,4,0,5,1,1,0,2
"Langhi, Dan",37:46,3,7,43%,2,6,33%,0,0,0%,1,4,5,1,2,0,2,0,12
Totals:,,27,45,60%,8,22,36%,11,15,73%,8,26,34,17,27,17,8,4,89
