Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Erick",9:17,1,2,50%,0,3,0%,0,0,0%,1,1,2,2,0,1,1,0,2
"Western, Franklin",17:16,5,6,83%,0,0,0%,0,0,0%,1,3,4,1,2,0,0,0,10
"Dalmau, Christian",43:09,4,8,50%,3,8,38%,0,0,0%,0,1,1,5,2,4,1,0,17
"Mitchell, Markus",8:46,0,0,0%,0,0,0%,0,0,0%,0,3,3,1,1,0,0,1,0
"Lee, Carmelo Antrone",40:11,1,3,33%,1,4,25%,0,0,0%,0,3,3,0,1,0,0,1,5
"Barbosa, Raymond",5:02,1,2,50%,0,0,0%,0,0,0%,0,2,2,1,0,0,1,0,2
"Mojica, Javier",32:56,2,8,25%,4,8,50%,0,0,0%,2,2,4,1,1,2,0,0,16
"Shannon, Terrence",26:35,2,5,40%,0,1,0%,1,2,50%,1,5,6,2,3,2,0,0,5
"Traylor, Robert",41:48,2,9,22%,0,0,0%,6,9,67%,5,10,15,2,3,4,3,2,10
Totals:,,18,43,42%,8,24,33%,7,11,64%,10,30,40,15,13,13,6,4,67
