Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Hatton, Roberto Jose 'Bobby Joe'",28:58,2,5,40%,2,3,67%,0,0,0%,0,5,5,6,1,1,1,0,10
"Colon, Gabriel 'Pirulo'",9:36,0,0,0%,0,0,0%,0,0,0%,0,2,2,1,1,0,0,1,0
"Meléndez, Ricardo 'Ricky'",17:54,2,3,67%,3,5,60%,0,1,0%,0,1,1,0,2,1,0,0,13
"Cruz, Alvin",23:21,5,5,100%,1,3,33%,2,2,100%,0,1,1,10,1,2,1,0,15
"Rivera, Carlos Rubén",30:06,4,6,67%,2,5,40%,6,6,100%,0,3,3,3,1,1,1,0,20
"Falcon, Alexander",12:04,1,4,25%,0,0,0%,2,4,50%,0,1,1,3,1,0,0,0,4
"Narvaez, Manuel Antonio",30:10,5,8,63%,0,1,0%,0,0,0%,2,8,10,1,3,1,1,2,10
"Rodgers, Leon",22:35,0,2,0%,3,6,50%,0,0,0%,0,4,4,0,4,1,1,0,9
"Nailon, Lee",25:16,3,6,50%,3,5,60%,4,4,100%,3,0,3,3,4,2,1,0,19
Totals:,,22,39,56%,14,28,50%,14,17,82%,5,25,30,27,18,9,6,3,100
