Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Wafer, Vakeaton",32:17,8,15,53%,3,6,50%,5,8,63%,0,1,1,2,3,5,2,2,30
"Colon, Gabriel 'Pirulo'",29:55,3,4,75%,1,2,50%,4,7,57%,2,4,6,1,3,4,1,0,13
"Diaz, Gary",12:47,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,0
"De Jesus, Manuel",18:06,0,0,0%,1,2,50%,0,0,0%,0,3,3,0,2,1,0,0,3
"Petro, Johan",23:41,5,9,56%,0,0,0%,1,2,50%,4,3,7,0,2,1,1,0,11
"Emory, Carlos",35:19,0,5,0%,0,1,0%,2,2,100%,1,4,5,0,1,3,1,0,2
"Rivera, Carlos Rubén",36:35,2,4,50%,3,6,50%,0,0,0%,0,5,5,11,2,4,3,0,13
"Curry, Terrence 'T.J.'",11:17,0,3,0%,1,1,100%,0,0,0%,2,1,3,0,2,0,0,0,3
Totals:,,18,40,45%,9,18,50%,12,19,63%,9,22,31,14,16,19,8,2,75
