Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Sanchez, Kennel",4:50,1,1,100%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,2
"García, Jonathan",27:37,8,10,80%,1,1,100%,5,5,100%,0,1,1,3,5,0,0,0,24
"Lopez, Jose Enrique",9:58,0,1,0%,0,1,0%,0,0,0%,1,3,4,0,0,2,0,2,0
"Villegas, Samuel",16:55,0,1,0%,2,4,50%,0,0,0%,0,3,3,3,1,1,0,0,6
"Clinch, Lewis",35:09,0,4,0%,0,3,0%,5,6,83%,1,1,2,6,3,1,0,0,5
"Alonzo, Noe",26:35,2,2,100%,2,4,50%,2,2,100%,2,1,3,0,1,0,0,0,12
"Sensley, Julian",36:17,2,5,40%,3,10,30%,3,4,75%,2,6,8,2,3,1,2,0,16
"Erazo, Armando",18:36,1,2,50%,1,2,50%,0,0,0%,0,1,1,1,2,2,0,0,5
"Valenzuela, Hector",20:59,4,8,50%,0,0,0%,1,1,100%,1,3,4,1,3,3,1,0,9
"Febres, Arnaldo",2:59,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,18,35,51%,9,25,36%,16,18,89%,7,19,26,17,18,10,3,2,79
