Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Escalera, Carlos",3:19,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,0,0
"Vassallo, Ángel Daniel",34:29,5,8,63%,3,8,38%,4,5,80%,0,9,9,1,4,2,2,0,23
"Guzmán, Ánsel",34:40,5,9,56%,0,1,0%,2,2,100%,0,6,6,12,1,1,0,0,12
"Maye, James",32:22,3,5,60%,4,7,57%,3,3,100%,2,1,3,1,2,4,1,0,21
"Villegas, Johwen",18:20,1,5,20%,0,2,0%,1,3,33%,0,2,2,0,1,3,0,2,3
"Rodriguez, Carlos",5:19,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,1,1,1,0,0
"Burgess, Chris",21:02,4,8,50%,0,0,0%,0,0,0%,6,5,11,3,3,1,1,2,8
"Narvaez, Manuel Antonio",18:57,2,6,33%,0,0,0%,0,0,0%,2,1,3,0,3,0,0,1,4
"Colon, Gabriel 'Pirulo'",21:04,3,5,60%,1,1,100%,0,0,0%,0,5,5,1,2,3,0,0,9
"Alamo, Angel 'Junito'",10:23,0,2,0%,0,2,0%,4,4,100%,1,1,2,0,2,0,1,0,4
Totals:,,23,48,48%,8,21,38%,14,17,82%,11,32,43,18,20,15,6,5,84
