Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rodriguez, Joey",31:20,3,6,50%,3,6,50%,2,2,100%,0,3,3,4,1,1,1,0,17
"Torres, Dario",8:39,0,0,0%,0,1,0%,0,0,0%,0,0,0,1,1,3,0,0,0
"Orta, Raul",5:22,1,1,100%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,2
"Nieves, Joel",14:50,0,2,0%,0,0,0%,2,2,100%,1,1,2,1,2,2,0,0,2
"Lloreda, José Jaime",26:06,3,9,33%,0,0,0%,3,6,50%,4,8,12,1,3,0,0,0,9
"De Jesus, Manuel",14:59,0,1,0%,1,1,100%,0,0,0%,0,4,4,1,0,2,0,2,3
"Strong, Carlos",34:37,6,8,75%,2,4,50%,4,4,100%,2,4,6,2,3,2,1,1,22
"Guitián, José",0:28,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Harris, Mike",38:08,12,19,63%,0,2,0%,6,6,100%,1,10,11,1,1,3,0,1,30
"Chaney, Richard",25:26,1,6,17%,0,0,0%,0,0,0%,1,4,5,1,1,1,1,0,2
Totals:,,26,52,50%,6,15,40%,17,20,85%,9,35,44,12,12,14,3,4,87
