Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Ramirez, Luis S.",11:07,0,0,0%,1,2,50%,2,2,100%,0,0,0,0,0,2,0,0,5
"Mitchell, Markus",9:41,2,3,67%,0,0,0%,0,0,0%,0,0,0,0,3,0,0,0,4
"Efejuku-Rose, Weyinmi",33:34,5,11,45%,0,4,0%,4,5,80%,1,3,4,6,0,1,0,2,14
"Jimenez, Giovanni",14:13,0,2,0%,0,3,0%,0,0,0%,0,0,0,0,2,1,1,1,0
"Ortiz, Andres",27:36,3,5,60%,0,1,0%,0,0,0%,2,6,8,0,4,1,1,0,6
"Cotto, Rubén",8:24,1,1,100%,1,3,33%,0,0,0%,0,0,0,2,0,1,0,0,5
"Rivera, Carlos Rubén",37:31,5,6,83%,3,5,60%,0,0,0%,1,4,5,6,3,1,4,0,19
"Smith, Donta",27:42,2,4,50%,4,6,67%,1,4,25%,1,7,8,6,5,4,0,1,17
"O'Bryant, Patrick",19:32,5,8,63%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,2,10
"Valencia, Florentino",10:36,2,3,67%,0,0,0%,0,0,0%,2,1,3,0,1,0,0,0,4
Totals:,,25,43,58%,9,24,38%,7,11,64%,7,21,28,20,19,11,6,6,84
