Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Santiago, Orlando",21:03,0,0,0%,0,1,0%,0,0,0%,1,0,1,5,0,0,0,0,0
"Butler, Jamar",38:17,2,2,100%,2,5,40%,0,0,0%,0,4,4,1,1,1,1,0,10
"Cruz, Alvin",3:14,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Villafane, Luis",18:45,0,2,0%,0,0,0%,0,0,0%,2,0,2,0,1,1,0,0,0
"Colón, Alexis 'Bebo'",22:08,0,4,0%,0,0,0%,0,0,0%,0,3,3,1,2,0,2,2,0
"Crispin, Nathanael",1:36,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Huertas, David",36:04,5,11,45%,3,6,50%,5,6,83%,1,1,2,2,4,3,2,0,24
"Ramos, Peter John",28:02,10,18,56%,0,0,0%,2,3,67%,5,3,8,1,2,9,1,1,22
"Randolph, Shavlik",30:51,5,12,42%,3,4,75%,7,8,88%,5,8,13,4,4,4,3,1,26
Totals:,,22,49,45%,8,17,47%,14,17,82%,14,19,33,14,14,19,9,4,82
