Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Copeland, Donald",20:58,2,5,40%,1,4,25%,0,0,0%,1,0,1,0,1,2,1,1,7
"Ayuso, Elias 'Larry'",29:41,2,4,50%,3,8,38%,0,0,0%,0,0,0,3,1,2,3,0,13
"Cruz, Rafael 'Pachy'",6:15,1,1,100%,0,0,0%,0,0,0%,0,0,0,1,2,0,0,0,2
"Latimer, Antonio",16:13,0,1,0%,0,0,0%,1,2,50%,1,1,2,3,2,1,0,0,1
"Cortes, David",23:46,7,8,88%,0,0,0%,0,0,0%,1,1,2,0,4,0,0,0,14
"Meléndez, Ricardo 'Ricky'",13:54,2,3,67%,2,3,67%,0,0,0%,0,1,1,0,0,0,0,0,10
"Garces, Ruben",3:07,0,1,0%,0,0,0%,0,0,0%,1,0,1,0,1,1,1,0,0
"Apodaca, Rick",6:22,0,1,0%,0,1,0%,0,0,0%,0,0,0,0,1,0,1,0,0
"Pinnock, Danilo",29:10,7,15,47%,0,4,0%,3,4,75%,2,7,9,2,2,3,1,0,17
"Santiago, Daniel 'Danny'",19:25,3,6,50%,0,0,0%,3,4,75%,1,5,6,1,2,1,0,1,9
"Santiago, Eddin",12:45,0,1,0%,0,2,0%,0,0,0%,0,1,1,4,0,0,0,0,0
"Aubry, Jeffrion",18:17,1,1,100%,0,0,0%,0,0,0%,3,5,8,0,1,0,0,2,2
Totals:,,25,47,53%,6,22,27%,7,10,70%,10,21,31,14,17,10,7,4,75
