Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Copeland, Donald",9:07,0,2,0%,0,0,0%,0,0,0%,0,1,1,2,1,0,0,0,0
"Ayuso, Elias 'Larry'",39:59,5,11,45%,6,8,75%,2,2,100%,1,2,3,1,1,0,0,0,30
"Latimer, Antonio",7:33,0,1,0%,0,0,0%,0,0,0%,1,1,2,0,0,1,0,1,0
"Cortes, David",27:39,3,8,38%,2,3,67%,1,2,50%,1,1,2,0,4,0,0,0,13
"Meléndez, Ricardo 'Ricky'",20:47,1,3,33%,3,6,50%,2,2,100%,0,1,1,0,0,1,1,0,13
"Garces, Ruben",9:21,0,2,0%,0,0,0%,0,2,0%,2,3,5,0,3,1,0,0,0
"Pinnock, Danilo",37:14,4,11,36%,0,0,0%,4,4,100%,1,6,7,10,2,2,4,1,12
"Santiago, Daniel 'Danny'",27:36,5,7,71%,0,0,0%,6,9,67%,4,3,7,3,3,3,0,1,16
"Santiago, Eddin",5:46,0,1,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Aubry, Jeffrion",14:58,0,2,0%,0,0,0%,1,2,50%,3,4,7,0,2,0,0,1,1
Totals:,,18,48,38%,11,18,61%,16,23,70%,13,23,36,16,16,8,5,4,85
