Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Santiago, Orlando",7:10,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,1,0,0,0,0
"Williams, Corey",17:16,3,4,75%,0,0,0%,0,0,0%,0,5,5,1,1,3,1,0,6
"Cruz, Alvin",21:53,0,3,0%,0,1,0%,0,2,0%,0,3,3,4,4,3,0,0,0
"Villafane, Luis",11:58,2,2,100%,0,0,0%,1,1,100%,0,1,1,0,1,0,2,0,5
"Colón, Alexis 'Bebo'",3:17,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,2
"Crispin, Nathanael",2:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Baez, Chris",15:34,3,4,75%,0,2,0%,3,4,75%,1,3,4,0,4,0,1,0,9
"Davis, Ricky",22:12,2,7,29%,0,0,0%,1,2,50%,0,2,2,3,2,1,0,1,5
"Alamo, Angel 'Junito'",4:50,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,1,2,0,0,0
"Huertas, David",34:01,1,5,20%,1,2,50%,2,4,50%,1,2,3,3,2,4,2,0,7
"Ramos, Peter John",26:39,7,12,58%,0,2,0%,3,4,75%,0,7,7,3,0,5,0,1,17
"Shannon, Terrence",33:05,2,7,29%,3,3,100%,9,9,100%,4,4,8,5,0,2,0,0,22
Totals:,,21,45,47%,4,11,36%,19,26,73%,6,27,33,20,16,22,6,2,73
