Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Santiago, Orlando",3:34,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Butler, Jamar",33:34,0,2,0%,5,8,63%,0,0,0%,0,3,3,5,3,1,0,0,15
"Jones, Joel",36:41,2,2,100%,5,8,63%,0,0,0%,0,6,6,1,0,0,0,0,19
"Cruz, Alvin",8:24,2,3,67%,0,1,0%,0,0,0%,0,1,1,1,0,1,0,0,4
"Villafane, Luis",2:58,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,1,0,0,0
"Figueroa, Angel 'Buster'",11:53,0,4,0%,0,1,0%,1,2,50%,1,3,4,1,0,1,0,0,1
"Huertas, David",33:24,1,3,33%,4,7,57%,2,2,100%,0,2,2,4,4,1,1,0,16
"Ramos, Peter John",37:01,9,12,75%,0,0,0%,2,5,40%,2,5,7,6,2,2,0,0,20
"Shannon, Terrence",32:27,5,8,63%,0,3,0%,6,6,100%,2,6,8,0,4,3,1,3,16
Totals:,,19,34,56%,14,28,50%,11,15,73%,5,27,32,18,13,10,2,3,91
