Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Behanan, Chane",32:39,4,11,36%,0,2,0%,8,8,100%,2,3,5,4,2,2,2,2,16
"Alamo, Angel 'Junito'",11:46,1,3,33%,0,2,0%,0,0,0%,0,1,1,0,2,3,0,0,2
"Clemente, Denis",31:56,5,7,71%,2,4,50%,0,0,0%,0,3,3,3,5,0,1,0,16
"Cortes, David",23:28,2,4,50%,0,2,0%,2,3,67%,3,2,5,1,4,1,1,0,6
"Vazquez, Jason S.",1:24,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Lalanne, Cady",33:24,8,12,67%,1,2,50%,6,7,86%,3,4,7,2,0,0,2,1,25
"Cruz, Alvin",8:30,0,0,0%,0,0,0%,0,0,0%,0,0,0,2,1,1,1,0,0
"Pizarro, Christian Jomar",5:10,0,1,0%,0,2,0%,2,2,100%,0,0,0,0,1,2,1,0,2
"Huertas, David",37:58,5,9,56%,1,7,14%,4,6,67%,0,4,4,4,5,1,1,0,17
"Matías, Ángel L.",10:52,3,4,75%,0,0,0%,0,1,0%,3,1,4,0,1,0,0,0,6
"Toro, Fabian",1:24,0,0,0%,0,0,0%,2,2,100%,0,0,0,0,0,0,0,0,2
"Rodriguez, Joel M.",1:24,1,1,100%,0,0,0%,0,0,0%,1,0,1,0,0,0,0,0,2
Totals:,,29,52,56%,4,21,19%,24,29,83%,12,19,31,16,21,10,9,3,94
