Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",29:21,2,7,29%,1,2,50%,3,4,75%,0,2,2,5,3,1,0,0,10
"Hinson, Darnell",28:41,1,3,33%,1,5,20%,3,5,60%,0,1,1,0,4,2,0,0,8
"Wilkins, Damien",39:30,5,15,33%,0,0,0%,11,13,85%,0,5,5,6,4,1,3,3,21
"Fillyaw, Marcus",15:04,1,2,50%,2,2,100%,0,0,0%,0,1,1,2,2,1,2,1,8
"Sánchez, Ricardo 'Ricky'",31:45,1,3,33%,1,3,33%,0,0,0%,1,2,3,2,3,2,0,3,5
"Nieves, Joel",7:14,2,2,100%,1,2,50%,1,3,33%,1,0,1,0,0,0,0,0,8
"Wade, Lorenzo",30:43,2,10,20%,0,1,0%,4,6,67%,1,10,11,2,2,0,3,1,8
"Penn, Kleon",17:39,4,6,67%,0,0,0%,0,1,0%,3,3,6,0,1,0,0,3,8
Totals:,,18,48,38%,6,15,40%,22,32,69%,6,24,30,17,19,7,8,11,76
