Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Behanan, Chane",19:04,1,4,25%,0,0,0%,0,0,0%,3,1,4,0,3,2,0,0,2
"Alamo, Angel 'Junito'",30:17,4,5,80%,0,6,0%,0,0,0%,0,3,3,1,5,2,0,0,8
"Clemente, Denis",34:52,5,6,83%,1,7,14%,10,10,100%,0,2,2,10,4,3,0,0,23
"Cortes, David",27:53,1,2,50%,0,1,0%,0,0,0%,0,5,5,0,2,1,1,0,2
"Lalanne, Cady",30:48,5,9,56%,1,3,33%,4,5,80%,3,8,11,1,2,1,0,0,17
"Cruz, Alvin",22:44,3,3,100%,1,2,50%,4,4,100%,0,2,2,2,2,3,0,0,13
"Pizarro, Christian Jomar",0:01,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Soto, Christian A.",6:47,1,1,100%,0,0,0%,0,0,0%,1,0,1,0,1,0,0,0,2
"Matías, Ángel L.",27:28,2,6,33%,0,0,0%,4,5,80%,0,3,3,0,4,4,2,1,8
Totals:,,22,36,61%,3,19,16%,22,24,92%,7,24,31,14,23,16,3,1,75
