Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Clarke, Coty",32:39,5,9,56%,0,3,0%,1,3,33%,3,11,14,7,3,2,2,1,11
"Alamo, Angel 'Junito'",21:11,1,5,20%,1,3,33%,1,2,50%,1,5,6,0,3,0,1,0,6
"Hodge Jr., Walter",24:13,2,4,50%,5,6,83%,2,2,100%,1,3,4,1,4,0,2,1,21
"Clemente, Denis",35:07,1,5,20%,1,5,20%,0,0,0%,1,1,2,5,1,4,1,0,5
"Cortes, David",10:06,1,1,100%,0,1,0%,0,0,0%,0,0,0,0,0,1,0,0,2
"Jefferson, Davon",34:35,7,14,50%,0,0,0%,0,2,0%,5,6,11,4,3,4,1,2,14
"Huertas, David",38:06,4,7,57%,4,8,50%,1,1,100%,0,0,0,5,3,3,1,0,21
"Matías, Ángel L.",3:59,0,2,0%,0,0,0%,0,0,0%,1,1,2,1,1,0,0,0,0
Totals:,,21,47,45%,11,26,42%,5,10,50%,12,27,39,23,18,14,8,4,80
