Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",22:19,3,4,75%,0,3,0%,4,5,80%,0,1,1,6,3,0,1,0,10
"Akindele, Jeleel",37:26,3,6,50%,0,0,0%,18,20,90%,1,10,11,1,3,6,1,1,24
"Pellot, Jesse",20:28,0,2,0%,4,5,80%,0,0,0%,2,4,6,0,3,1,1,0,12
"Dalmau, Christian",14:38,2,4,50%,1,4,25%,0,0,0%,0,2,2,2,0,0,0,0,7
"Sanabria, Jorge",0:05,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Romero, Ismael",17:48,1,6,17%,0,0,0%,2,6,33%,1,3,4,0,3,1,0,1,4
"Villegas, Johwen",21:31,0,1,0%,0,3,0%,0,0,0%,0,3,3,2,2,0,0,1,0
"Stephens, DJ",23:53,4,4,100%,1,2,50%,2,2,100%,0,3,3,2,2,0,0,1,13
"Santiago, Jr., Benito",6:14,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,1,0,0,0,0
"Galindo, Alex",25:58,1,1,100%,1,5,20%,0,0,0%,1,3,4,1,1,0,0,0,5
"Gonzalez, Javier",9:35,1,2,50%,2,2,100%,1,2,50%,0,3,3,0,1,2,0,0,9
Totals:,,15,30,50%,9,24,38%,27,35,77%,5,32,37,15,19,10,3,4,84
