Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Behanan, Chane",32:18,8,13,62%,1,1,100%,2,2,100%,1,3,4,4,2,3,1,1,21
"Alamo, Angel 'Junito'",22:19,3,4,75%,0,3,0%,3,4,75%,1,4,5,2,1,1,2,1,9
"Strong, Carlos",8:21,1,1,100%,0,1,0%,0,0,0%,0,1,1,1,3,1,0,0,2
"Clemente, Denis",25:14,0,3,0%,1,5,20%,0,0,0%,1,3,4,4,5,1,0,0,3
"Cortes, David",31:08,0,2,0%,1,3,33%,2,3,67%,0,3,3,1,3,1,2,0,5
"Lalanne, Cady",22:52,5,9,56%,2,3,67%,0,0,0%,2,4,6,0,3,2,0,1,16
"Cruz, Alvin",14:45,2,3,67%,1,2,50%,0,0,0%,0,0,0,2,3,1,1,0,7
"Huertas, David",35:02,2,3,67%,2,6,33%,4,4,100%,2,3,5,6,2,3,1,0,14
"Matías, Ángel L.",5:27,2,2,100%,0,0,0%,0,0,0%,0,2,2,1,2,0,0,0,4
"Valencia, Florentino",2:28,0,0,0%,0,0,0%,0,0,0%,1,0,1,0,0,1,0,0,0
Totals:,,23,40,58%,8,24,33%,11,13,85%,8,23,31,21,24,14,7,3,81
