Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Mendoza, Rigoberto",25:49,2,3,67%,0,6,0%,0,0,0%,0,2,2,0,2,2,0,0,4
"Fernández, Tjader",1:53,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Han, Francis Jonathan",11:03,0,2,0%,0,1,0%,0,0,0%,0,1,1,1,1,0,0,0,0
"Orta, Raul",5:30,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,1,0,0
"Abreu, Álex",27:03,1,7,14%,2,4,50%,0,0,0%,3,2,5,7,2,4,2,0,8
"Rodríguez, Jonathan",1:53,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Clavell, Gilberto",27:54,4,7,57%,1,4,25%,2,2,100%,2,1,3,1,2,3,2,0,13
"Andújar, Emmanuel 'Emmy'",19:05,2,5,40%,1,2,50%,0,0,0%,2,4,6,3,1,5,0,0,7
"Guitián, José",27:42,0,0,0%,2,6,33%,0,0,0%,1,5,6,2,2,0,0,0,6
"Gaston, Chris",17:09,3,8,38%,0,0,0%,2,2,100%,0,2,2,0,3,1,0,2,8
"López, Matt",4:09,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Pérez, Owen",2:06,0,1,0%,0,0,0%,0,0,0%,1,1,2,0,0,0,0,0,0
"Samhan, Omar",28:40,7,9,78%,0,1,0%,1,2,50%,5,8,13,4,2,0,0,0,15
Totals:,,19,44,43%,6,25,24%,5,6,83%,14,26,40,18,16,15,5,2,61
