Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Acosta, Nikko",20:04,1,6,17%,0,0,0%,1,4,25%,1,2,3,2,1,1,0,0,3
"De Jesus, Felix",4:38,0,0,0%,1,2,50%,0,0,0%,0,0,0,1,1,0,0,0,3
"Abraham, Ryann",23:08,2,2,100%,1,6,17%,0,0,0%,0,0,0,7,3,3,0,0,7
"Maldonado, Hector Luis",11:46,1,1,100%,1,3,33%,0,0,0%,1,5,6,1,2,1,1,0,5
"Han, Francis Jonathan",24:03,1,1,100%,0,1,0%,0,0,0%,1,4,5,9,0,2,2,1,2
"Beltran, Derick",8:27,0,0,0%,1,1,100%,1,2,50%,0,0,0,1,1,0,1,1,4
"Diaz, Gary",11:08,1,1,100%,0,0,0%,2,2,100%,0,2,2,1,3,0,2,0,4
"Johnson, Dane",37:10,7,14,50%,0,0,0%,3,6,50%,3,9,12,0,3,2,0,0,17
"Imes, David",27:35,2,4,50%,2,2,100%,0,0,0%,0,2,2,1,2,0,1,0,10
"Gaines, Frank",31:57,9,16,56%,3,8,38%,10,11,91%,0,3,3,0,2,2,0,0,37
Totals:,,24,45,53%,9,23,39%,17,25,68%,6,27,33,23,18,11,7,2,92
