Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Joseph",2:36,0,1,0%,0,0,0%,0,0,0%,0,2,2,0,3,0,0,0,0
"Lee, Carmelo Antrone",22:04,1,3,33%,1,4,25%,1,1,100%,1,5,6,2,0,2,1,3,6
"García, Jonathan",37:23,2,6,33%,1,2,50%,2,4,50%,0,4,4,3,2,0,2,0,9
"Colón, Alexis 'Bebo'",0:13,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Efejuku-Rose, Weyinmi",29:18,4,10,40%,0,1,0%,6,6,100%,0,3,3,2,2,5,1,1,14
"Dyer, Alphonse",22:18,1,1,100%,0,0,0%,0,0,0%,2,2,4,0,2,1,0,0,2
"Meléndez, Ricardo 'Ricky'",20:50,0,2,0%,1,3,33%,0,0,0%,1,1,2,1,1,1,0,0,3
"Wade, Lorenzo",35,6,10,60%,1,5,20%,6,6,100%,4,4,8,1,2,3,2,0,21
"Sánchez, Ricardo 'Ricky'",30:12,3,5,60%,3,5,60%,3,3,100%,2,8,10,4,5,2,0,0,18
Totals:,,17,38,45%,7,20,35%,18,20,90%,10,29,39,13,17,14,6,4,73
