Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Coronado, Juan",37:23,5,8,63%,1,4,25%,4,5,80%,0,0,0,7,4,3,1,0,17
"Morales, Luis Damian",1:33,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Hinson, Darnell",27:30,0,3,0%,2,4,50%,5,7,71%,1,3,4,6,3,6,0,0,11
"Rodriguez, Erick",18:16,0,1,0%,0,1,0%,0,0,0%,0,2,2,0,2,0,0,0,0
"Torres, Andres",18:40,0,1,0%,3,5,60%,0,0,0%,0,0,0,3,3,2,1,0,9
"Harrellson, Josh",37:28,0,2,0%,1,1,100%,1,2,50%,1,6,7,2,0,0,0,0,4
"Colón, Benjamín",23:06,1,1,100%,2,2,100%,0,2,0%,0,4,4,0,3,1,1,0,8
"Ramos, Peter John",36,14,20,70%,0,0,0%,5,10,50%,2,15,17,0,4,2,0,0,33
Totals:,,20,36,56%,9,17,53%,15,26,58%,4,30,34,18,19,14,3,0,82
