Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Díaz, Jorge Brian",12:41,0,2,0%,0,0,0%,0,0,0%,0,1,1,0,1,0,0,1,0
"Daniels, Will",32:31,4,8,50%,1,2,50%,4,4,100%,1,7,8,2,3,0,1,3,15
"Rodriguez, Ernesto",3:20,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,1,0,0
"Chaney, Richard",25:42,2,2,100%,1,1,100%,0,0,0%,0,5,5,1,0,0,0,0,7
"Jackson, Cedric",36:45,5,6,83%,0,2,0%,3,5,60%,0,6,6,11,2,2,4,0,13
"Ayuso, Elias 'Larry'",34:50,5,8,63%,2,6,33%,0,1,0%,0,2,2,2,3,5,1,0,16
"Apodaca, Rick",20:25,1,2,50%,1,3,33%,0,0,0%,0,1,1,3,3,1,0,0,5
"Petro, Johan",33:42,9,16,56%,0,3,0%,4,4,100%,1,8,9,1,1,3,1,2,22
Totals:,,26,44,59%,5,17,29%,11,14,79%,2,31,33,20,13,11,8,6,78
