Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Burtt, Steven",36:17,8,11,73%,4,12,33%,1,2,50%,2,5,7,10,2,4,1,0,29
"Ortiz, Kenneth",1:14,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rosas, Samuel",2:21,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,0
"Mitchell, Tony",32:06,3,5,60%,0,1,0%,0,0,0%,2,5,7,0,0,1,3,3,6
"Martínez, Wil",11:48,1,2,50%,0,2,0%,0,0,0%,0,0,0,0,2,0,0,0,2
"Valdez, Carlos",5:16,1,2,50%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,2
"Cintrón, Raymond",26:47,1,5,20%,0,4,0%,1,2,50%,0,1,1,1,0,2,1,0,3
"Santiago, Jr., Benito",18:23,3,9,33%,1,3,33%,2,2,100%,2,4,6,0,2,1,0,1,11
"Chaney, Richard",27:34,4,6,67%,0,1,0%,4,5,80%,1,6,7,0,1,1,0,1,12
"Johnson, Dane",14:45,1,5,20%,0,0,0%,0,0,0%,1,1,2,0,1,0,1,0,2
"Gierbolini, Joel",23:24,4,8,50%,0,0,0%,1,1,100%,4,8,12,3,3,2,0,2,9
Totals:,,26,53,49%,5,23,22%,9,12,75%,12,30,42,15,11,12,6,7,76
