Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Soto, Roberto J.",2:25,0,1,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Copeland, Donald",4:51,1,1,100%,0,0,0%,0,0,0%,0,0,0,2,0,0,0,0,2
"Jimenez, Giovanni",3:52,3,3,100%,1,1,100%,0,0,0%,0,1,1,0,0,0,0,0,9
"Rosario, Mike",31:07,3,5,60%,4,8,50%,0,0,0%,0,2,2,0,2,2,3,0,18
"Pagan, Wilfredo",8:48,1,2,50%,0,0,0%,0,0,0%,0,1,1,2,1,2,0,0,2
"Colon, Gabriel 'Pirulo'",17:11,1,1,100%,0,0,0%,0,0,0%,0,2,2,0,2,0,0,0,2
"De Jesus, Manuel",7:13,0,1,0%,0,0,0%,0,0,0%,0,1,1,1,1,0,0,0,0
"Emory, Carlos",22:32,1,3,33%,1,2,50%,1,2,50%,1,2,3,1,2,1,0,1,6
"Rivera, Carlos Rubén",26:20,3,7,43%,0,3,0%,0,0,0%,2,5,7,4,3,3,0,0,6
"Phillip, Darren",24:27,4,9,44%,0,0,0%,0,0,0%,3,3,6,1,0,0,0,1,8
"Vassallo, Ángel Daniel",20:01,4,9,44%,0,3,0%,2,3,67%,1,2,3,2,4,1,0,0,10
"Harris, Mike",31:07,4,7,57%,0,3,0%,2,3,67%,5,4,9,2,2,1,0,1,10
Totals:,,25,49,51%,6,20,30%,5,8,63%,12,23,35,15,17,10,3,3,73
