Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Burtt, Steven",30:05,3,7,43%,4,10,40%,10,11,91%,0,3,3,3,4,6,1,0,28
"López, Carlos 'Yao'",36:22,2,3,67%,0,1,0%,0,0,0%,1,6,7,2,3,2,0,3,4
"Bishop, Tony",26:03,2,6,33%,1,1,100%,1,1,100%,0,7,7,5,2,3,1,0,8
"Martínez, Wil",17:20,0,3,0%,1,2,50%,0,0,0%,0,2,2,0,0,0,1,0,3
"Valdez, Carlos",0:36,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cintrón, Raymond",20:31,0,2,0%,5,6,83%,0,0,0%,0,4,4,1,0,1,0,0,15
"Santiago, Jr., Benito",16:03,0,1,0%,0,2,0%,0,0,0%,1,3,4,2,2,1,0,0,0
"Belardo, Gabriel J.",9:54,0,0,0%,0,2,0%,2,2,100%,1,2,3,3,1,1,1,0,2
"Pittman, Dexter",31:24,8,12,67%,0,0,0%,2,4,50%,4,9,13,3,3,5,0,0,18
"Gierbolini, Joel",11:36,1,3,33%,0,0,0%,0,0,0%,2,1,3,1,3,0,0,0,2
Totals:,,16,37,43%,11,24,46%,15,18,83%,9,37,46,20,18,19,4,3,80
