Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Terry, Reyshawn",26:31,0,2,0%,1,3,33%,4,4,100%,0,3,3,3,3,2,0,0,7
"Rivera, Edgardo",0:36,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Martinez, Carlos",30:32,4,8,50%,3,5,60%,2,3,67%,0,2,2,2,1,0,1,1,19
"Morales, Ferdinand",17:45,1,2,50%,2,4,50%,0,0,0%,3,0,3,1,3,2,1,0,8
"Abreu, Álex",11:19,0,2,0%,1,2,50%,0,0,0%,0,2,2,3,2,3,1,0,3
"Carter, Maurice",34:08,3,8,38%,2,8,25%,0,0,0%,0,6,6,6,2,2,1,0,12
"Hernández, Luis 'Pelacoco'",9:55,1,5,20%,0,0,0%,0,0,0%,1,2,3,0,2,1,1,1,2
"Burgos, Pedro",6:04,1,1,100%,0,0,0%,0,0,0%,0,0,0,1,0,0,0,0,2
"Portalatin, Wayne",6:08,0,3,0%,0,0,0%,0,0,0%,2,0,2,0,1,0,0,0,0
"Guitián, José",24:07,1,3,33%,1,4,25%,0,0,0%,1,4,5,4,3,1,2,2,5
"Buckner, Reggie",32:49,5,12,42%,0,0,0%,1,6,17%,3,5,8,0,3,3,2,4,11
Totals:,,16,46,35%,10,26,38%,7,13,54%,10,24,34,20,20,14,9,8,69
