Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Acosta, Nikko",12:27,1,4,25%,0,0,0%,0,0,0%,3,2,5,0,1,0,1,0,2
"De Jesus, Felix",2:58,0,0,0%,1,1,100%,0,0,0%,0,0,0,1,1,0,0,0,3
"Abraham, Ryann",26:49,2,6,33%,1,7,14%,0,0,0%,2,4,6,4,2,1,2,0,7
"Maldonado, Hector Luis",10:24,1,3,33%,1,4,25%,0,0,0%,0,2,2,1,0,1,0,0,5
"Han, Francis Jonathan",37:01,1,2,50%,0,2,0%,1,2,50%,1,5,6,9,2,3,2,1,3
"Beltran, Derick",13:04,3,6,50%,0,0,0%,2,3,67%,2,2,4,0,0,2,1,0,8
"Diaz, Gary",5:56,0,0,0%,0,1,0%,0,0,0%,0,1,1,1,0,0,0,0,0
"Johnson, Dane",36:53,6,9,67%,0,0,0%,0,3,0%,5,8,13,1,3,3,0,2,12
"Imes, David",17:21,2,4,50%,2,3,67%,0,0,0%,1,2,3,1,4,2,0,0,10
"Gaines, Frank",37:02,7,11,64%,3,9,33%,0,1,0%,0,2,2,1,4,2,1,0,23
Totals:,,23,45,51%,8,27,30%,3,9,33%,14,28,42,19,17,14,7,3,73
