Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",19:48,3,6,50%,1,2,50%,3,4,75%,1,2,3,1,2,3,0,0,12
"Berdiel, Miguel 'Ali'",36:13,2,5,40%,2,4,50%,7,10,70%,0,7,7,11,4,2,3,0,17
"Rodriguez, Andres",21:07,0,0,0%,1,5,20%,0,0,0%,1,3,4,4,2,4,1,0,3
"Ere, Ebi",27:49,2,6,33%,6,8,75%,0,0,0%,1,4,5,0,3,1,0,1,22
"McGhee, Aaron",38:24,7,15,47%,0,1,0%,1,2,50%,0,9,9,0,3,1,0,0,15
"Polo, Tyler",1:35,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,1,0
"Villegas, Samuel",17:41,1,1,100%,2,4,50%,0,0,0%,0,0,0,1,2,1,2,0,8
"Valencia, Florentino",11:41,0,0,0%,0,0,0%,1,4,25%,1,2,3,1,3,0,0,0,1
"Penn, Kleon",25:36,2,3,67%,0,0,0%,0,0,0%,3,6,9,0,3,3,0,6,4
Totals:,,17,36,47%,12,24,50%,12,20,60%,7,33,40,18,22,15,6,8,82
