Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Young, Mike",31:13,7,13,54%,1,2,50%,4,4,100%,2,7,9,4,0,0,0,0,21
"Duran, Cliff",14:06,2,4,50%,0,0,0%,0,0,0%,1,4,5,1,0,1,0,0,4
"Belardo, Gabriel J.",18:29,2,4,50%,1,3,33%,0,0,0%,0,0,0,1,1,1,1,0,7
"Colon, Gabriel 'Pirulo'",18:51,1,2,50%,0,0,0%,0,0,0%,1,1,2,0,2,1,0,0,2
"Reese, Derek",4:11,0,0,0%,0,0,0%,1,2,50%,0,0,0,0,1,0,0,0,1
"Emory, Carlos",23:35,0,4,0%,1,2,50%,3,4,75%,2,2,4,2,1,1,1,1,6
"Rivera, Carlos Rubén",32:25,2,4,50%,2,4,50%,3,5,60%,0,3,3,12,2,1,1,0,13
"Ramos, Peter John",23:15,6,8,75%,2,6,33%,0,2,0%,2,6,8,0,4,2,0,1,18
"Vassallo, Ángel Daniel",33:52,3,7,43%,3,6,50%,1,3,33%,0,4,4,1,3,3,1,0,16
Totals:,,23,46,50%,10,23,43%,12,20,60%,8,27,35,21,14,10,4,2,88
