Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"De Jesús, Jezreel",36:22,7,15,47%,3,4,75%,8,8,100%,0,3,3,4,0,6,1,0,31
"Rivera, Angel 'Comby'",0:17,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Branch, Onzie",0:17,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Cordero, Esteban",0:17,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,0,0,0
"Browne, Gary",24:14,1,2,50%,1,5,20%,2,2,100%,1,5,6,5,2,2,1,0,7
"Ruiz, Gabriel",0:35,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,1,0,1,0,0
"Wilson, Jeremiah",39:01,3,5,60%,1,4,25%,3,4,75%,1,6,7,0,2,2,1,0,12
"López, Carlos 'Yao'",22:39,0,2,0%,0,0,0%,0,0,0%,1,4,5,0,4,2,2,1,0
"Sosa, Isaac",18:49,0,3,0%,4,6,67%,0,0,0%,0,2,2,2,1,1,0,0,12
"Famous, Jarrid",23:02,2,4,50%,0,0,0%,2,2,100%,0,2,2,0,3,3,0,0,6
"Franklin, Alexander",18:01,2,4,50%,0,1,0%,0,0,0%,1,2,3,0,4,2,1,0,4
"Brady, Chris",16:22,1,3,33%,0,2,0%,0,0,0%,1,4,5,1,2,3,1,1,2
Totals:,,16,38,42%,9,22,41%,15,16,94%,5,28,33,12,20,21,8,2,74
