Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Viñales, Kyle",27:59,5,9,56%,1,2,50%,2,2,100%,0,3,3,2,2,0,0,0,15
"Gee, Alonzo",27:52,3,6,50%,0,2,0%,1,2,50%,0,1,1,2,1,0,0,0,7
"Suárez, Rasham",12:13,0,2,0%,2,4,50%,0,0,0%,0,0,0,1,0,1,1,0,6
"Costner, Brandon",39:15,6,10,60%,0,4,0%,5,6,83%,1,9,10,8,5,6,2,0,17
"Fillyaw, Marcus",27:59,4,5,80%,1,5,20%,0,0,0%,2,5,7,7,1,2,2,0,11
"Piñeiro, Juan Pablo",12,1,3,33%,0,0,0%,0,0,0%,0,1,1,0,1,1,0,0,2
"Basabe, Melsahn",18:29,3,3,100%,0,0,0%,0,0,0%,1,4,5,1,3,2,0,0,6
"Ortiz, Chris",12:52,1,2,50%,2,5,40%,1,2,50%,0,4,4,0,1,0,0,1,9
"Penn, Kleon",21:17,4,5,80%,0,0,0%,0,0,0%,2,3,5,0,1,1,1,4,8
Totals:,,27,45,60%,6,22,27%,9,12,75%,6,30,36,21,15,13,6,5,81
