Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rosario, Mike",32:16,1,5,20%,4,9,44%,2,2,100%,1,2,3,3,1,1,0,0,16
"Trimble, Romelo 'Melo'",29:41,6,11,55%,0,5,0%,6,8,75%,1,2,3,8,2,1,0,0,18
"Carmona, Alejandro 'Bimbo'",17:53,3,6,50%,0,0,0%,2,2,100%,1,4,5,1,2,2,0,0,8
"Colón, Alexis 'Bebo'",22:06,1,1,100%,2,2,100%,0,0,0%,0,2,2,1,3,1,1,0,8
"Hernández, Luis 'Pelacoco'",21:05,7,8,88%,0,0,0%,1,3,33%,3,5,8,1,3,1,0,2,15
"Díaz, Jorge Brian",18:54,1,3,33%,2,2,100%,0,2,0%,2,1,3,2,2,1,0,0,8
"Guzmán, Ánsel",10:18,0,2,0%,0,0,0%,0,0,0%,0,1,1,4,1,0,0,0,0
"Terry, Reyshawn",24:17,2,3,67%,0,2,0%,0,0,0%,0,3,3,1,3,0,0,1,4
"Belardo, Gabriel J.",7:43,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,0,2,1,0,0
"Alamo, Angel 'Junito'",15:24,1,2,50%,2,3,67%,0,0,0%,0,1,1,1,3,0,0,1,8
Totals:,,22,42,52%,10,23,43%,11,17,65%,8,22,30,22,20,9,2,4,85
